Title,RankOverall,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,NumAwardsHonors,PlayerCountRecomm_min,PlayerCountRecomm_max,PlayerCountBest_min,PlayerCountBest_max,PlayerCount_votes,GameCategory_1,RankCategory_1,ScoreCategory_1,Mechanics,AmazonPrice,GameCategory_2,RankCategory_2,ScoreCategory_2,GameCategory_3,RankCategory_3,ScoreCategory_3
Automania ,1137,2015,2464,7.32332,6.51917,1.06581,2.74,100,5161,0,2,4,4,4.0,49,Strategy ,607,6.67389,"Open Drafting
Tile Placement
Variable Player Powers
Worker Placement
",$159.99,,,,,,
Diamonds ,1138,2014,5388,6.89761,6.5177,1.21794,1.546,174,20431,3,3,6,4,5.0,54,Family ,315,6.6129,"Hand Management
Trick-taking
",Unknown,,,,,,
BattleCON: War of Indines ,1139,2010,1911,7.65618,6.51728,1.60963,2.7586,87,5904,1,2,4,2,2.0,29,Strategy ,616,6.66335,"Hand Management
Programmed Movement
Rock-Paper-Scissors
Simultaneous Action Selection
Variable Player Powers
",Unknown,,,,,,
Wendake ,1140,2017,2161,7.48138,6.51681,1.2584,3.61,100,4760,1,1,4,4,4.0,56,Strategy ,602,6.68242,"Area Majority / Influence
Area Movement
Hidden Victory Points
Highest-Lowest Scoring
Set Collection
Variable Player Powers
",Unknown,,,,,,
Battle Cry ,1141,1999,3521,7.1521,6.5167,1.37905,2.095,421,8019,2,2,2,2,2.0,55,War ,188,6.94516,"Command Cards
Dice Rolling
Hand Management
Hexagon Grid
Modular Board
",$192.96,,,,,,
Obscurio ,1142,2019,3485,7.1469,6.51627,1.31857,1.8814,59,7764,3,4,8,5,8.0,51,Family ,294,6.63694,"Communication Limits
Cooperative Game
Traitor Game
Variable Player Powers
Voting
",$50.68,,,,,,
Dead Men Tell No Tales ,1143,2015,3729,7.11415,6.51616,1.26741,2.518,139,7856,0,1,5,3,3.0,60,Thematic,255,6.7086,"Action Points
Cooperative Game
Dice Rolling
Grid Movement
Modular Board
Pick-up and Deliver
",$41.91,Strategy ,683,6.58756,,,
Encore! ,1144,2016,4763,6.96264,6.51381,1.12801,1.1461,89,86269,0,1,6,2,2.0,82,Family ,310,6.62054,"Dice Rolling
Grid Coverage
Paper-and-Pencil
Solo / Solitaire Game
",$24.99,,,,,,
Chimera Station ,1145,2017,2799,7.238,6.51357,1.27271,3.1512,86,6965,1,2,4,3,3.0,58,Strategy ,625,6.6553,"Tile Placement
Turn Order: Claim Action
Variable Player Powers
Worker Placement
Worker Placement, Different Worker Types
",Unknown,,,,,,
Shadowrun: Crossfire ,1146,2014,3648,7.12175,6.51326,1.68597,2.8242,182,21672,0,1,4,4,4.0,103,Thematic,253,6.70875,"Cooperative Game
Deck, Bag, and Pool Building
Legacy Game
Variable Player Powers
",Unknown,,,,,,
Domaine ,1147,2003,4470,6.98524,6.51318,1.25214,2.7113,471,7018,3,2,4,4,4.0,83,Strategy ,659,6.60975,"Enclosure
Hand Management
Modular Board
",Unknown,,,,,,
"Julius Caesar: Caesar, Pompey, and the Roman Civil War ",1148,2010,1651,7.78059,6.51273,1.30145,2.4566,173,4337,2,2,2,2,2.0,32,War ,45,7.41178,"Campaign / Battle Card Driven
Dice Rolling
Hand Management
Point to Point Movement
Secret Unit Deployment
Simulation
",$69.99,,,,,,
Sushi Roll ,1149,2019,3880,7.04706,6.51273,1.13889,1.2333,60,14632,3,2,5,4,4.0,43,Family ,301,6.63067,"Dice Rolling
Open Drafting
Set Collection
",$30.82,,,,,,
Three Kingdoms Redux ,1150,2014,1524,7.86453,6.51141,1.4188,4.0488,123,2967,1,3,3,3,3.0,43,Strategy ,565,6.71976,"Area Majority / Influence
Auction/Bidding
Catch the Leader
Hand Management
Negotiation
Open Drafting
",Unknown,,,,,,
Fallout Shelter: The Board Game ,1151,2020,2959,7.25189,6.51132,1.1297,2.0141,71,6176,0,2,4,3,3.0,40,Family ,293,6.63828,"Dice Rolling
End Game Bonuses
Layering
Modular Board
Turn Order: Claim Action
Worker Placement
",$41.96,,,,,,
Legacy of Dragonholt ,1152,2017,3084,7.22158,6.51124,1.68996,1.234,94,10722,0,1,3,1,1.0,127,,411,6.82726,"Cooperative Game
Narrative Choice / Paragraph
Role Playing
Solo / Solitaire Game
Storytelling
",$39.99,Thematic,218,6.77692,,,
Loopin' Louie ,1153,1992,9257,6.74769,6.51042,1.48154,1.0522,651,95216,5,2,2,4,4.0,168,Children's ,25,6.68471,"Player Elimination
Real-Time
",Unknown,,,,,,
Andean Abyss ,1154,2012,1916,7.61224,6.51035,1.40177,3.7833,203,3737,5,1,4,4,4.0,66,War ,76,7.27677,"Area Majority / Influence
Area Movement
Campaign / Battle Card Driven
Dice Rolling
Solo / Solitaire Game
Variable Phase Order
",Unknown,,,,,,
Deep Space D-6 ,1155,2015,3426,7.17857,6.51005,1.33719,1.6697,109,28400,1,1,1,1,1.0,55,Thematic,261,6.6944,"Dice Rolling
Solo / Solitaire Game
Worker Placement
Worker Placement with Dice Workers
",Unknown,,,,,,
Mysterium Park ,1156,2020,3710,7.10536,6.50992,1.28541,1.4697,66,12561,5,2,6,4,4.0,51,Thematic,274,6.66729,"Communication Limits
Cooperative Game
Pattern Recognition
Roles with Asymmetric Information
Storytelling
",$29.99,Family ,300,6.63103,,,
Yggdrasil ,1157,2011,3959,7.03523,6.5094,1.3667,2.5973,226,10172,1,1,6,2,3.0,91,Thematic,267,6.67892,"Action Points
Cooperative Game
Dice Rolling
Set Collection
Variable Player Powers
",Unknown,Strategy ,668,6.60299,,,
Cockroach Poker Royal ,1158,2012,3800,7.05807,6.50872,1.36965,1.1212,99,17579,0,3,6,4,5.0,48,Party ,55,6.77267,"Hand Management
Set Collection
Single Loser Game
",Unknown,,,,,,
Quartermaster General ,1159,2014,2686,7.30794,6.50868,1.48352,2.2922,154,8994,2,2,2,6,6.0,101,War ,138,7.05225,"Area Majority / Influence
Campaign / Battle Card Driven
Hand Management
Team-Based Game
",Unknown,Strategy ,643,6.63326,,,
Honshū ,1160,2016,4995,6.92045,6.50716,1.11837,1.9368,95,16557,4,2,5,4,4.0,66,Family ,323,6.60555,"Auction/Bidding
Hand Management
Layering
Melding and Splaying
Pattern Building
Selection Order Bid
",Unknown,,,,,,
Catan Card Game ,1161,1996,13890,6.70465,6.50684,1.41601,2.4402,1129,21424,4,2,2,2,2.0,112,Strategy ,760,6.51138,"Dice Rolling
Hand Management
Open Drafting
Trading
",Unknown,,,,,,
Witness ,1162,2014,2659,7.24935,6.50593,1.39855,1.5,64,10440,0,4,4,4,4.0,26,Thematic,215,6.78124,"Communication Limits
Cooperative Game
Memory
Storytelling
",Unknown,Party ,42,6.90923,,,
Horrified: American Monsters ,1163,2021,2072,7.55707,6.50562,1.13576,2.1379,29,4798,1,1,5,3,3.0,26,Thematic,213,6.78212,"Action Points
Cooperative Game
Dice Rolling
Pick-up and Deliver
Point to Point Movement
Solo / Solitaire Game
",$29.99,Strategy ,673,6.59836,,,
On Tour ,1164,2019,4785,6.94351,6.50496,1.31175,1.45,80,25498,0,1,8,2,2.0,57,Family ,317,6.61075,"Bingo
Dice Rolling
Line Drawing
Network and Route Building
Paper-and-Pencil
Push Your Luck
",$44.00,,,,,,
World of Warcraft: Wrath of the Lich King ,1165,2021,2426,7.47723,6.50496,1.25818,2.1695,59,5233,3,1,5,3,3.0,38,Thematic,224,6.76726,"Action Points
Cooperative Game
Hand Management
Point to Point Movement
Set Collection
Trading
",$55.50,,,,,,
Forum Trajanum ,1166,2018,2796,7.23096,6.50487,1.33186,3.4649,114,9312,3,2,4,3,3.0,53,Strategy ,632,6.64574,"Square Grid
Tile Placement
Variable Player Powers
",$79.95,,,,,,
Unlock!: Escape Adventures – Squeek & Sausage ,1167,2017,2969,7.16293,6.50485,1.32468,2.0857,35,3711,0,1,4,2,3.0,42,Thematic,208,6.79245,"Cooperative Game
Elapsed Real Time Ending
Solo / Solitaire Game
Storytelling
",$14.99,,,,,,
Fortune and Glory: The Cliffhanger Game ,1168,2011,3853,7.10204,6.50467,1.66777,2.881,252,7935,0,1,6,3,3.0,81,Thematic,252,6.71519,"Area Movement
Cooperative Game
Dice Rolling
Pick-up and Deliver
Push Your Luck
Roll / Spin and Move
",Unknown,,,,,,
Sons of Anarchy: Men of Mayhem ,1169,2014,2898,7.25454,6.50404,1.3544,2.5648,108,4717,0,3,4,4,4.0,60,Thematic,236,6.74392,"Action Points
Area Majority / Influence
Dice Rolling
Events
Force Commitment
Modular Board
",$39.99,,,,,,
Cross Clues ,1170,2020,2899,7.26926,6.50371,1.25118,1.0411,73,32179,3,2,6,4,4.0,60,Party ,47,6.85414,"Cooperative Game
Elapsed Real Time Ending
Real-Time
",$16.02,,,,,,
Battles of Westeros ,1171,2010,2980,7.24781,6.5036,1.47825,3.2193,228,4820,9,2,2,2,2.0,34,War ,200,6.91604,"Campaign / Battle Card Driven
Dice Rolling
Grid Movement
Hand Management
Hexagon Grid
Line of Sight
",$210.30,Thematic,243,6.72718,,,
Risk: Star Wars Edition ,1172,2015,4187,7.00355,6.50305,1.24003,1.8521,142,9790,2,2,2,2,2.0,60,Thematic,264,6.68906,"Area Majority / Influence
Area Movement
Campaign / Battle Card Driven
Dice Rolling
Hand Management
Variable Player Powers
",$68.50,,,,,,
The Game ,1173,2015,11187,6.71166,6.5022,1.32814,1.2444,360,93699,5,1,5,3,3.0,149,Family ,355,6.54312,"Communication Limits
Cooperative Game
Hand Management
Solo / Solitaire Game
",Unknown,,,,,,
Power Grid: Factory Manager ,1174,2009,6001,6.8424,6.50122,1.33619,2.9958,475,10510,2,2,5,4,4.0,71,Strategy ,689,6.5774,"Auction/Bidding
Commodity Speculation
",$42.32,,,,,,
1812: The Invasion of Canada ,1175,2012,2367,7.33825,6.50088,1.21315,2.185,200,4809,4,2,5,2,2.0,73,War ,121,7.10162,"Area Movement
Campaign / Battle Card Driven
Dice Rolling
Team-Based Game
Variable Player Powers
",$80.00,Strategy ,638,6.64077,,,
Warhammer Quest ,1176,1995,2524,7.49185,6.50081,1.66834,2.6882,170,3423,0,1,4,4,4.0,35,Thematic,211,6.78622,"Cooperative Game
Dice Rolling
Modular Board
Role Playing
",Unknown,,,,,,
Fallout ,1177,2017,7381,6.92495,6.50039,1.59595,3.0122,246,12639,2,1,3,1,1.0,214,Thematic,329,6.57618,"Action Points
Area Movement
Dice Rolling
Hand Management
Modular Board
Narrative Choice / Paragraph
",$55.99,,,,,,
Vanuatu ,1178,2011,2741,7.22036,6.49886,1.4482,3.303,198,5506,0,3,5,4,4.0,81,Strategy ,630,6.64665,"Auction/Bidding
Grid Movement
Hexagon Grid
Market
Modular Board
Tile Placement
",$64.99,,,,,,
Machi Koro ,1179,2012,32012,6.60839,6.49868,1.36116,1.5249,1105,117563,7,2,4,4,4.0,357,Family ,397,6.49968,"Dice Rolling
Race
Random Production
",$29.99,,,,,,
Las Vegas Royale ,1180,2019,2121,7.45258,6.49831,1.14491,1.3958,48,7625,1,3,5,4,5.0,36,Family ,260,6.68871,"Area Majority / Influence
Dice Rolling
",Unknown,,,,,,
Massive Darkness ,1181,2017,4677,7.12419,6.49783,1.63834,2.5493,142,11559,0,1,4,4,4.0,80,Thematic,276,6.66718,"Action Points
Cooperative Game
Dice Rolling
Hand Management
Modular Board
Variable Player Powers
",$179.95,,,,,,
Coffee Traders ,1182,2021,1678,7.74832,6.49736,1.37372,4.2432,148,3827,2,3,5,4,5.0,79,Strategy ,596,6.68751,"Action Points
Area Majority / Influence
Contracts
Turn Order: Pass Order
",$91.40,,,,,,
For the People ,1183,1998,1659,7.77875,6.49724,1.43738,3.7224,245,2481,3,2,2,2,2.0,38,War ,47,7.41054,"Campaign / Battle Card Driven
Dice Rolling
Point to Point Movement
Simulation
",Unknown,,,,,,
Primordial Soup ,1184,1997,4689,6.92657,6.49637,1.32548,2.7321,474,6304,2,3,4,4,4.0,70,Strategy ,681,6.58906,"Bias
Dice Rolling
Grid Movement
Variable Player Powers
",$114.00,,,,,,
Stick 'Em ,1185,1993,3558,7.04547,6.49599,1.32978,1.9094,254,15275,1,3,6,3,4.0,78,Strategy ,655,6.61269,"Hand Management
Trick-taking
",Unknown,,,,,,
Whistle Stop ,1186,2017,3489,7.07668,6.49586,1.24289,2.7654,81,8907,0,2,5,4,4.0,50,Strategy ,662,6.60875,"Action Points
Pick-up and Deliver
Set Collection
Tile Placement
",$49.59,,,,,,
La Isla ,1187,2014,5508,6.86726,6.49583,1.16318,2.2528,269,18150,1,2,4,4,4.0,91,Strategy ,691,6.57495,"Action Queue
Commodity Speculation
Enclosure
Hand Management
Modular Board
Multi-Use Cards
",Unknown,Family ,329,6.59084,,,
Circle the Wagons ,1188,2017,3366,7.0866,6.4948,1.0801,1.6316,76,19689,1,1,2,2,2.0,46,Family ,307,6.62509,"Contracts
Layering
Open Drafting
Set Collection
Tile Placement
",Unknown,,,,,,
Legend of the Five Rings: The Card Game ,1189,2017,2730,7.3604,6.4936,1.69117,4.0163,123,16178,3,2,2,2,2.0,31,Customizable,42,6.96979,"Action Points
Deck Construction
Hand Management
Secret Unit Deployment
Simultaneous Action Selection
Variable Player Powers
",$19.99,,,,,,
Crisis ,1190,2016,1966,7.51348,6.49307,1.20402,3.0706,85,6242,1,2,5,4,4.0,51,Strategy ,615,6.66381,"Commodity Speculation
Semi-Cooperative Game
Worker Placement
",Unknown,,,,,,
Flick of Faith ,1191,2019,2341,7.37562,6.49299,1.26472,1.2258,62,13636,2,2,4,4,4.0,47,Family ,287,6.64617,"Area Majority / Influence
Flicking
Variable Player Powers
Voting
",$25.99,,,,,,
No Retreat! The Russian Front ,1192,2011,1662,7.75439,6.49256,1.48026,3.1319,182,3340,6,1,2,2,2.0,39,War ,51,7.39496,"Campaign / Battle Card Driven
Dice Rolling
Grid Movement
Hexagon Grid
Movement Points
Ratio / Combat Results Table
",Unknown,,,,,,
Hansa ,1193,2004,5139,6.88185,6.49157,1.15888,2.337,629,11876,2,2,4,2,2.0,165,Strategy ,687,6.57948,"Action Points
Area Majority / Influence
Income
Pick-up and Deliver
Point to Point Movement
Set Collection
",Unknown,,,,,,
Caylus Magna Carta ,1194,2007,4963,6.89358,6.4914,1.25031,2.8704,494,8958,6,2,4,3,4.0,103,Strategy ,690,6.57722,"Hand Management
Worker Placement
",Unknown,,,,,,
Blueprints ,1195,2013,6760,6.79648,6.49112,1.12155,1.6868,265,21603,1,2,4,4,4.0,96,Family ,346,6.56549,"Dice Rolling
Pattern Building
Set Collection
",$29.99,,,,,,
Claustrophobia 1643 ,1196,2019,1454,8.02446,6.49037,1.34376,2.6667,45,3299,4,2,2,2,2.0,29,Thematic,166,6.91892,"Dice Rolling
Grid Movement
Modular Board
Multi-Use Cards
Variable Player Powers
",Unknown,,,,,,
Witch's Brew ,1197,2008,3814,7.01378,6.48819,1.24679,1.87,323,10484,8,4,5,5,5.0,105,Strategy ,671,6.59934,"Hand Management
Simultaneous Action Selection
",Unknown,Family ,318,6.60973,,,
Plague Inc.: The Board Game ,1198,2017,3189,7.38237,6.48813,1.39995,2.15,100,7992,0,1,4,4,4.0,69,Strategy ,735,6.53626,"Area Majority / Influence
Hand Management
Network and Route Building
Simulation
Take That
Tile Placement
",$46.97,,,,,,
Keep the Heroes Out! ,1199,2022,1519,8.02016,6.48768,1.40125,2.375,56,8551,1,1,3,2,2.0,74,Thematic,212,6.78463,"Action Retrieval
Area Movement
Cooperative Game
Deck, Bag, and Pool Building
Modular Board
Scenario / Mission / Campaign Game
",$124.99,,,,,,
Watson & Holmes ,1200,2015,2582,7.28507,6.48733,1.38968,2.1346,52,5873,1,3,7,4,5.0,36,Thematic,227,6.76163,"Auction/Bidding
Modular Board
Player Elimination
Simultaneous Action Selection
Variable Player Powers
",$69.99,,,,,,
Escape from the Aliens in Outer Space ,1201,2010,4801,6.92946,6.48715,1.3577,1.9196,112,11929,1,4,8,6,6.0,59,Thematic,298,6.6299,"Grid Movement
Hexagon Grid
Hidden Movement
Hidden Roles
Paper-and-Pencil
Secret Unit Deployment
",$44.20,Strategy ,722,6.54434,,,
Tiny Epic Zombies ,1202,2018,5145,6.96907,6.48702,1.377,2.4792,96,9909,0,1,5,3,3.0,60,Thematic,323,6.58942,"Area Majority / Influence
Cooperative Game
Dice Rolling
Modular Board
Pick-up and Deliver
Push Your Luck
",$23.98,,,,,,
Steam Park ,1203,2013,5956,6.83613,6.48657,1.22425,2.1187,219,11236,5,2,4,4,4.0,67,Family ,342,6.57124,"Dice Rolling
Memory
Modular Board
Open Drafting
Real-Time
",$26.37,,,,,,
Rise of Augustus ,1204,2013,8157,6.73443,6.48605,1.22806,1.634,418,43457,17,2,6,3,4.0,113,Family ,352,6.5534,"Bingo
Open Drafting
Push Your Luck
Set Collection
",Unknown,,,,,,
Pathfinder Adventure Card Game: Skull & Shackles – Base Set ,1205,2014,2643,7.29688,6.48369,1.55333,2.914,93,18569,2,1,4,3,4.0,44,Customizable,41,6.97499,"Cooperative Game
Deck, Bag, and Pool Building
Dice Rolling
Move Through Deck
Role Playing
Scenario / Mission / Campaign Game
",$31.50,Thematic,232,6.75273,,,
Princes of the Renaissance ,1206,2003,2302,7.32101,6.48257,1.4901,3.5083,242,3301,1,4,6,5,5.0,55,Strategy ,636,6.64345,"Area Majority / Influence
Auction/Bidding
Dice Rolling
Variable Player Powers
",$49.99,,,,,,
Exit: The Game – The Sinister Mansion ,1207,2018,2440,7.28261,6.48253,1.35592,2.5429,35,3078,0,1,3,2,2.0,26,Thematic,210,6.78709,"Cooperative Game
",$14.95,,,,,,
Chronicles of Crime: 1900 ,1208,2021,1626,8.02441,6.48213,1.27963,1.7692,26,3111,0,1,3,2,2.0,22,Thematic,179,6.87198,"Cooperative Game
Scenario / Mission / Campaign Game
Storytelling
Variable Player Powers
",Unknown,,,,,,
Colossal Arena ,1209,1997,7224,6.76653,6.48137,1.23079,2.0203,739,15355,0,2,5,3,3.0,192,Strategy ,736,6.53577,"Betting and Bluffing
Hand Management
Investment
",Unknown,Family ,359,6.54141,,,
Fairy Tale ,1210,2004,8856,6.70878,6.48102,1.25888,1.7668,656,40823,1,2,5,4,4.0,162,Strategy ,743,6.52616,"Closed Drafting
Hand Management
Set Collection
Simultaneous Action Selection
",Unknown,Family ,365,6.53532,,,
Claim ,1211,2017,4416,6.96908,6.48035,1.18901,1.7041,98,27508,1,2,2,2,2.0,47,Family ,335,6.58208,"Area Majority / Influence
Auction: Once Around
Auction/Bidding
Trick-taking
",Unknown,,,,,,
Dice Throne ,1212,2018,1881,7.67092,6.47998,1.60513,2.1304,46,19288,0,2,4,2,2.0,43,Family ,302,6.63057,"Dice Rolling
Take That
Variable Player Powers
",$199.30,,,,,,
Poker ,1213,1810,10677,6.71863,6.47963,1.89523,2.4218,697,42975,0,3,9,5,6.0,151,Strategy ,789,6.48416,"Betting and Bluffing
Player Elimination
Set Collection
",$16.99,,,,,,
Kraftwagen ,1214,2015,2553,7.23065,6.47927,1.16783,2.8276,116,6595,1,2,4,4,4.0,51,Strategy ,645,6.62833,"Rondel
Set Collection
Turn Order: Time Track
Worker Placement
",Unknown,,,,,,
Here I Stand: 500th Anniversary Edition ,1215,2017,986,8.56708,6.4783,1.44649,4.5345,58,1177,1,2,6,6,6.0,37,War ,6,7.80704,"Campaign / Battle Card Driven
Dice Rolling
Hand Management
Point to Point Movement
Simulation
Variable Player Powers
",Unknown,,,,,,
Manoeuvre ,1216,2008,2437,7.2897,6.47812,1.39385,2.1096,292,7551,6,2,2,2,2.0,51,War ,144,7.0385,"Campaign / Battle Card Driven
Dice Rolling
Grid Movement
Hand Management
Modular Board
Square Grid
",Unknown,,,,,,
Spirits of the Wild ,1217,2018,2386,7.35089,6.47757,1.12973,1.377,61,13469,1,2,2,2,2.0,22,Family ,295,6.6369,"Action Retrieval
Hand Management
Set Collection
",Unknown,,,,,,
Level 7 [Omega Protocol] ,1218,2013,2125,7.43945,6.47724,1.38216,3.1818,110,2740,0,2,6,5,5.0,57,Thematic,207,6.79473,"Action Points
Dice Rolling
Grid Movement
Modular Board
Player Elimination
Scenario / Mission / Campaign Game
",Unknown,Strategy ,661,6.60896,,,
Cleopatra and the Society of Architects ,1219,2006,6522,6.80022,6.47699,1.1745,2.2822,645,10972,4,3,5,4,4.0,90,Strategy ,734,6.53703,"Auction/Bidding
Dice Rolling
Enclosure
Grid Coverage
Hand Management
Open Drafting
",Unknown,Family ,351,6.55502,,,
Vikings Gone Wild ,1220,2017,3610,7.12553,6.47631,1.33389,2.2419,62,8044,0,2,4,3,3.0,51,Strategy ,716,6.55453,"Deck, Bag, and Pool Building
Hand Management
",Unknown,,,,,,
GIPF ,1221,1996,3240,7.09518,6.47603,1.33301,2.7822,225,9892,2,2,2,2,2.0,37,Abstract ,36,6.91986,"Grid Movement
Pattern Building
",$39.99,,,,,,
Council of 4 ,1222,2015,2932,7.14437,6.47594,1.2414,2.625,96,6635,0,2,4,3,4.0,67,Strategy ,669,6.60168,"Hand Management
Network and Route Building
Point to Point Movement
",Unknown,,,,,,
Café ,1223,2020,2460,7.31004,6.47528,1.16407,2,71,11857,8,1,4,2,2.0,55,Abstract ,42,6.84805,"Action Points
Highest-Lowest Scoring
Layering
Melding and Splaying
Pick-up and Deliver
Solo / Solitaire Game
",$47.39,Strategy ,680,6.59122,,,
Ponzi Scheme ,1224,2015,2852,7.15295,6.47415,1.37004,2.4308,65,6991,2,3,5,4,4.0,38,Strategy ,666,6.60625,"Loans
Set Collection
Trading
",Unknown,,,,,,
Fleet ,1225,2012,5175,6.8523,6.4724,1.27464,2.2408,245,18854,1,2,4,4,4.0,80,Strategy ,715,6.55496,"Auction: Turn Order Until Pass
Auction/Bidding
Hand Management
Multi-Use Cards
Victory Points as a Resource
",Unknown,,,,,,
18Chesapeake ,1226,2020,1519,7.73545,6.47206,1.27892,3.8554,83,7180,3,3,6,4,4.0,49,Strategy ,612,6.67095,"Auction/Bidding
Hexagon Grid
Market
Network and Route Building
Ownership
Stock Holding
",Unknown,,,,,,
Castle Panic ,1227,2009,15838,6.64741,6.47174,1.30702,1.6532,718,43746,2,1,6,4,4.0,178,Family ,406,6.48538,"Campaign / Battle Card Driven
Cooperative Game
Dice Rolling
Hand Management
Semi-Cooperative Game
Solo / Solitaire Game
",$34.89,,,,,,
Mythos Tales ,1228,2016,2310,7.36141,6.47111,1.38568,2.122,41,6854,0,1,5,2,3.0,36,Thematic,225,6.76627,"Cooperative Game
Solo / Solitaire Game
Storytelling
",Unknown,,,,,,
Aeon's End: Outcasts ,1229,2020,959,8.57089,6.47082,1.28432,3,17,4122,0,1,4,2,2.0,19,Strategy ,584,6.70132,"Cooperative Game
Deck, Bag, and Pool Building
Hand Management
Open Drafting
Variable Phase Order
Variable Player Powers
",Unknown,,,,,,
Odin's Ravens (Second Edition) ,1230,2016,3855,7.00769,6.47006,1.14592,1.2,100,12862,2,2,2,2,2.0,33,Family ,341,6.57161,"Hand Management
Race
Track Movement
",Unknown,,,,,,
Genotype: A Mendelian Genetics Game ,1231,2021,1902,7.51882,6.46998,1.09229,2.7969,64,5199,2,1,5,3,4.0,44,Strategy ,642,6.63648,"Contracts
Dice Rolling
Market
Open Drafting
Set Collection
Simulation
",$54.99,,,,,,
Lockup: A Roll Player Tale ,1232,2019,2174,7.37206,6.46971,1.2156,2.4,50,5600,1,1,5,3,4.0,68,Strategy ,649,6.61969,"Area Majority / Influence
Auction: Multiple Lot
Secret Unit Deployment
Set Collection
",$47.62,,,,,,
Paris ,1233,2020,2488,7.27096,6.46906,1.25142,2.7778,81,5529,0,2,4,4,4.0,58,Strategy ,663,6.60704,"Area Majority / Influence
Set Collection
Tile Placement
",$109.99,Family ,297,6.63145,,,
Atiwa ,1234,2022,1808,7.56705,6.46891,1.09958,2.7222,90,6782,2,1,4,3,3.0,54,Strategy ,628,6.64819,"Automatic Resource Growth
End Game Bonuses
Modular Board
Turn Order: Claim Action
Worker Placement
",$51.99,,,,,,
Dungeon Fighter ,1235,2011,6647,6.81092,6.46825,1.46483,1.7581,277,15920,1,2,6,3,4.0,86,Party ,86,6.57208,"Cooperative Game
Dice Rolling
Modular Board
Open Drafting
Point to Point Movement
Turn Order: Progressive
",Unknown,,,,,,
Hamburgum ,1236,2007,3232,7.05106,6.46821,1.19139,3.0747,375,5259,3,2,5,4,4.0,64,Strategy ,677,6.59517,"Rondel
Set Collection
",Unknown,,,,,,
Agra ,1237,2017,2383,7.30329,6.46777,1.44822,4.3421,266,5077,2,2,4,4,4.0,78,Strategy ,652,6.61878,"Area Majority / Influence
Trading
Worker Placement
",$60.95,,,,,,
New York 1901 ,1238,2015,6209,6.79955,6.46704,1.18054,2.0474,211,13272,7,2,4,4,4.0,75,Family ,353,6.54873,"Area Majority / Influence
Once-Per-Game Abilities
Open Drafting
Tile Placement
",$33.08,,,,,,
Blokus Duo ,1239,2005,5646,6.82417,6.46553,1.21354,1.6876,445,26460,4,2,2,2,2.0,61,Abstract ,59,6.71713,"Enclosure
Grid Coverage
Square Grid
Tile Placement
",$16.99,,,,,,
Fief: France 1429 ,1240,2015,2249,7.43028,6.46529,1.69126,3.8176,159,3058,1,4,6,5,6.0,79,Strategy ,664,6.60674,"Area Majority / Influence
Dice Rolling
Team-Based Game
Trading
Voting
",$79.99,,,,,,
Strasbourg ,1241,2011,2700,7.15817,6.46459,1.17668,2.733,191,5568,2,3,5,5,5.0,63,Strategy ,656,6.61189,"Area Majority / Influence
Auction/Bidding
Auction: Once Around
Pattern Building
Tile Placement
",Unknown,,,,,,
A Touch of Evil: The Supernatural Game ,1242,2008,4633,6.97777,6.46416,1.52731,2.5634,355,9198,0,1,6,4,4.0,121,Thematic,292,6.63494,"Area Movement
Cooperative Game
Dice Rolling
Roll / Spin and Move
Variable Player Powers
",Unknown,,,,,,
1862: Railway Mania in the Eastern Counties ,1243,2013,1079,8.23897,6.46336,1.4019,4.6304,92,4960,0,1,6,4,4.0,54,Strategy ,577,6.7045,"Auction/Bidding
Market
Network and Route Building
Ownership
Stock Holding
Tile Placement
",$69.73,,,,,,
Peloponnes ,1244,2009,2882,7.10488,6.46189,1.25268,2.3807,218,10787,0,1,5,3,4.0,69,Strategy ,676,6.59564,"Auction/Bidding
Solo / Solitaire Game
Tile Placement
Variable Player Powers
",Unknown,,,,,,
Medieval Academy ,1245,2014,3947,6.94124,6.46189,1.16613,1.811,127,11100,1,3,5,4,5.0,62,Family ,336,6.58182,"Area Majority / Influence
Closed Drafting
Hand Management
Modular Board
Simultaneous Action Selection
Variable Set-up
",Unknown,,,,,,
Thunderbolt Apache Leader ,1246,2012,1317,8.02185,6.46186,1.39917,3.2222,126,3543,2,1,1,1,1.0,46,War ,44,7.4202,"Area Movement
Hand Management
Hexagon Grid
Simulation
Solo / Solitaire Game
",$79.97,,,,,,
Castles of Mad King Ludwig: Collector's Edition ,1247,2022,1020,8.39832,6.46152,1.12736,2.5714,14,3422,0,1,4,3,3.0,9,Strategy ,605,6.67596,"Auction/Bidding
Auction: Dutch
End Game Bonuses
Hidden Victory Points
I Cut, You Choose
Increase Value of Unchosen Resources
",Unknown,,,,,,
Werewords Deluxe Edition ,1248,2018,1776,7.54814,6.46102,1.29979,1.3077,26,18646,1,4,12,6,6.0,15,Party ,33,7.01772,"Hidden Roles
Traitor Game
Variable Player Powers
Voting
",$29.45,,,,,,
Duelosaur Island ,1249,2018,3295,7.06392,6.46016,1.29557,2.3492,63,7629,1,1,2,2,2.0,49,Strategy ,705,6.56194,"Dice Rolling
Hand Management
I Cut, You Choose
Income
Open Drafting
Set Collection
",Unknown,,,,,,
