Title,Link,RankOverall,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,NumAwardsHonors,PlayerCountRecomm_min,PlayerCountRecomm_max,PlayerCountBest_min,PlayerCountBest_max,PlayerCount_votes,MinPlayTime,MaxPlayTime,GameCategory_1,RankCategory_1,ScoreCategory_1,Mechanics,AmazonPrice,GameCategory_2,RankCategory_2,ScoreCategory_2,GameCategory_3,RankCategory_3,ScoreCategory_3
Through the Ages: A Story of Civilization ,https://boardgamegeek.com/boardgame/25613/through-ages-story-civilization,82,2006,19161,7.85327,7.60873,1.69702,4.1753,1831,72045,13,2,4,3,3.0,682,120,120,Strategy ,61,7.66263,"Action Points
Auction: Dutch
Auction/Bidding
Hand Management
Open Drafting
",$99.99,,,,,,
Teotihuacan: City of Gods ,https://boardgamegeek.com/boardgame/229853/teotihuacan-city-gods,83,2018,19119,7.87479,7.60766,1.2975,3.7791,833,67947,20,1,4,4,4.0,354,90,120,Strategy ,62,7.65369,"Area Movement
Rondel
Set Collection
Solo / Solitaire Game
Tile Placement
Track Movement
",$49.95,,,,,,
Beyond the Sun ,https://boardgamegeek.com/boardgame/317985/beyond-sun,84,2020,12929,7.95417,7.60319,1.14797,3.1323,393,48481,6,2,4,3,3.0,253,60,120,Strategy ,58,7.68151,"Area Majority / Influence
Contracts
Events
Point to Point Movement
Tech Trees / Tech Tracks
Worker Placement
",$44.49,,,,,,
Lords of Waterdeep ,https://boardgamegeek.com/boardgame/110327/lords-waterdeep,85,2012,54145,7.73416,7.59594,1.27115,2.4532,2308,173928,11,2,5,3,4.0,745,60,120,Strategy ,81,7.56813,"Contracts
Hidden Roles
Increase Value of Unchosen Resources
Ownership
Set Collection
Take That
",$34.99,,,,,,
The Voyages of Marco Polo ,https://boardgamegeek.com/boardgame/171623/voyages-marco-polo,86,2015,24297,7.79349,7.58943,1.26323,3.1848,1120,91332,22,2,4,4,4.0,469,40,100,Strategy ,70,7.62153,"Contracts
Dice Rolling
Point to Point Movement
Resource to Move
Turn Order: Claim Action
Variable Player Powers
",Unknown,,,,,,
Dominant Species ,https://boardgamegeek.com/boardgame/62219/dominant-species,87,2010,20713,7.82026,7.58807,1.5125,4.0401,1572,34740,11,3,6,4,4.0,552,120,240,Strategy ,67,7.63447,"Action Queue
Area Majority / Influence
End Game Bonuses
Grid Movement
Hexagon Grid
Map Addition
",$68.76,,,,,,
Robinson Crusoe: Adventures on the Cursed Island ,https://boardgamegeek.com/boardgame/121921/robinson-crusoe-adventures-cursed-island,88,2012,42186,7.75695,7.58703,1.44636,3.8133,2191,110718,9,1,4,1,2.0,990,60,120,Thematic,29,7.57665,"Action Queue
Area Movement
Cooperative Game
Dice Rolling
Die Icon Resolution
Events
",$51.50,,,,,,
7 Wonders ,https://boardgamegeek.com/boardgame/68448/7-wonders,89,2010,101450,7.691,7.58361,1.277,2.3181,5153,568689,53,3,7,4,5.0,2363,30,30,Strategy ,89,7.54822,"Closed Drafting
Hand Management
Neighbor Scope
Set Collection
Simultaneous Action Selection
Variable Player Powers
",$39.99,Family ,12,7.58001,,,
The Search for Planet X ,https://boardgamegeek.com/boardgame/279537/search-planet-x,90,2020,10629,7.98577,7.56626,1.20991,2.374,246,42026,6,1,4,2,3.0,194,60,75,Strategy ,64,7.6401,"Action Points
Deduction
End Game Bonuses
Paper-and-Pencil
Solo / Solitaire Game
Turn Order: Time Track
",$39.99,,,,,,
Tainted Grail: The Fall of Avalon ,https://boardgamegeek.com/boardgame/264220/tainted-grail-fall-avalon,91,2019,11629,8.11566,7.56162,1.77271,3.3363,449,54602,14,1,3,1,2.0,482,60,120,Thematic,24,7.67701,"Area Movement
Campaign / Battle Card Driven
Cooperative Game
Deck, Bag, and Pool Building
Dice Rolling
Hand Management
",$129.00,,,,,,
El Grande ,https://boardgamegeek.com/boardgame/93/el-grande,92,1995,27118,7.73321,7.55503,1.33578,3.0358,2206,50173,4,3,5,5,5.0,623,60,120,Strategy ,78,7.58823,"Action Drafting
Area Majority / Influence
Area Movement
Auction/Bidding
Hand Management
Memory
",Unknown,,,,,,
Architects of the West Kingdom ,https://boardgamegeek.com/boardgame/236457/architects-west-kingdom,93,2018,27500,7.7462,7.54989,1.18085,2.7497,927,94786,21,1,5,4,4.0,526,60,80,Strategy ,83,7.56305,"Contracts
Increase Value of Unchosen Resources
Open Drafting
Solo / Solitaire Game
Tags
Variable Player Powers
",$50.88,,,,,,
The 7th Continent ,https://boardgamegeek.com/boardgame/180263/7th-continent,94,2017,21741,7.85127,7.54713,1.68657,2.8993,606,69130,21,1,3,1,2.0,637,5,1000,Thematic,28,7.58506,"Area Movement
Cooperative Game
Hand Management
Map Addition
Modular Board
Scenario / Mission / Campaign Game
",$69.00,,,,,,
Battlestar Galactica: The Board Game ,https://boardgamegeek.com/boardgame/37111/battlestar-galactica-board-game,95,2008,36061,7.73047,7.54392,1.59496,3.2495,2192,80778,13,4,6,5,5.0,1047,120,180,Thematic,32,7.54471,"Area Movement
Dice Rolling
Hand Management
Hidden Roles
Once-Per-Game Abilities
Role Playing
",Unknown,,,,,,
Inis ,https://boardgamegeek.com/boardgame/155821/inis,96,2016,18965,7.82455,7.53592,1.46248,2.8866,494,41260,7,2,4,4,4.0,437,60,90,Strategy ,85,7.55809,"Area Majority / Influence
Area Movement
Campaign / Battle Card Driven
Closed Drafting
Hand Management
Interrupts
",$72.79,,,,,,
Keyflower ,https://boardgamegeek.com/boardgame/122515/keyflower,97,2012,22549,7.73172,7.53501,1.32349,3.3423,999,59688,12,2,6,4,4.0,417,90,120,Strategy ,79,7.57265,"Auction: Fixed Placement
Auction: Multiple Lot
Auction/Bidding
Constrained Bidding
End Game Bonuses
Hexagon Grid
",$76.60,,,,,,
Decrypto ,https://boardgamegeek.com/boardgame/225694/decrypto,98,2018,20748,7.77168,7.53554,1.26676,1.8089,361,69022,18,4,8,4,4.0,301,15,45,Party ,1,7.62432,"Communication Limits
Targeted Clues
Team-Based Game
",$19.99,,,,,,
Raiders of the North Sea ,https://boardgamegeek.com/boardgame/170042/raiders-north-sea,99,2015,23050,7.74496,7.52961,1.18627,2.5521,652,70986,9,2,4,3,3.0,335,60,80,Strategy ,88,7.54961,"Contracts
Dice Rolling
Hand Management
Worker Placement
Worker Placement, Different Worker Types
",$47.89,,,,,,
Caylus ,https://boardgamegeek.com/boardgame/18602/caylus,100,2005,28903,7.72168,7.52948,1.47616,3.798,3248,67442,18,2,5,3,3.0,762,60,150,Strategy ,87,7.55396,"Action Queue
Ownership
Turn Order: Claim Action
Turn Order: Pass Order
Variable Set-up
Worker Placement
",$124.99,,,,,,
Trickerion: Legends of Illusion ,https://boardgamegeek.com/boardgame/163068/trickerion-legends-illusion,101,2015,10209,7.97359,7.5285,1.42314,4.2521,698,21964,4,2,4,4,4.0,163,60,180,Strategy ,71,7.61821,"Action Points
Action Queue
Catch the Leader
Dice Rolling
Simultaneous Action Selection
Tile Placement
",$62.56,,,,,,
Dominion: Intrigue ,https://boardgamegeek.com/boardgame/40834/dominion-intrigue,102,2009,33268,7.69297,7.52447,1.35549,2.4142,1364,104587,8,2,4,3,3.0,327,30,30,Strategy ,97,7.52787,"Deck, Bag, and Pool Building
Delayed Purchase
Hand Management
",$28.99,,,,,,
Mombasa ,https://boardgamegeek.com/boardgame/172386/mombasa,103,2015,13050,7.85453,7.52319,1.26504,3.8986,651,27042,19,2,4,4,4.0,256,75,150,Strategy ,76,7.60137,"Action Queue
Area Majority / Influence
Deck, Bag, and Pool Building
Hand Management
Investment
Open Drafting
",Unknown,,,,,,
Tigris & Euphrates ,https://boardgamegeek.com/boardgame/42/tigris-euphrates,104,1997,28239,7.70456,7.52334,1.48589,3.5015,2752,68702,5,2,4,4,4.0,625,90,90,Strategy ,90,7.54606,"Area Majority / Influence
Connections
Hand Management
Hidden Victory Points
Highest-Lowest Scoring
Income
",Unknown,,,,,,
Lorenzo il Magnifico ,https://boardgamegeek.com/boardgame/203993/lorenzo-il-magnifico,105,2016,13326,7.85359,7.52117,1.22439,3.2909,416,39291,4,2,4,3,4.0,228,60,120,Strategy ,77,7.59329,"Contracts
Dice Rolling
End Game Bonuses
Open Drafting
Turn Order: Claim Action
Variable Set-up
",$49.95,,,,,,
Troyes ,https://boardgamegeek.com/boardgame/73439/troyes,106,2010,22861,7.71836,7.5196,1.33336,3.4608,1250,70303,13,2,4,3,3.0,544,90,90,Strategy ,84,7.55914,"Area Majority / Influence
Dice Rolling
End Game Bonuses
Events
Hidden Victory Points
Income
",$49.99,,,,,,
Eldritch Horror ,https://boardgamegeek.com/boardgame/146021/eldritch-horror,107,2013,35486,7.75638,7.51867,1.53743,3.3185,1689,92399,5,1,6,4,4.0,888,120,240,Thematic,34,7.51655,"Action Points
Cooperative Game
Dice Rolling
Point to Point Movement
Resource to Move
Role Playing
",$53.75,,,,,,
The Lord of the Rings: Journeys in Middle-Earth ,https://boardgamegeek.com/boardgame/269385/lord-rings-journeys-middle-earth,108,2019,15490,7.92718,7.51444,1.52028,2.6469,456,94570,4,1,4,2,2.0,395,60,120,Thematic,27,7.58678,"Campaign / Battle Card Driven
Cooperative Game
Deck, Bag, and Pool Building
Modular Board
Role Playing
Scenario / Mission / Campaign Game
",$99.00,,,,,,
Twilight Imperium: Third Edition ,https://boardgamegeek.com/boardgame/12493/twilight-imperium-third-edition,109,2005,19183,7.79637,7.50714,1.7175,4.2566,2081,25528,2,4,6,6,6.0,487,180,240,Thematic,31,7.54579,"Action Points
Area-Impulse
Dice Rolling
Follow
Grid Movement
Hexagon Grid
",$178.95,Strategy ,102,7.51354,,,
Concordia Venus ,https://boardgamegeek.com/boardgame/256916/concordia-venus,110,2018,5196,8.28811,7.50718,1.18098,3.0196,153,13214,1,2,6,4,4.0,84,60,120,Strategy ,60,7.66993,"Action Retrieval
Advantage Token
Auction: Dutch
Communication Limits
Deck, Bag, and Pool Building
Follow
",$60.66,,,,,,
Russian Railroads ,https://boardgamegeek.com/boardgame/144733/russian-railroads,111,2013,17602,7.73927,7.49886,1.30118,3.404,844,63904,17,2,4,4,4.0,252,120,120,Strategy ,86,7.55429,"End Game Bonuses
Tech Trees / Tech Tracks
Turn Order: Claim Action
Worker Placement
",$229.99,,,,,,
Patchwork ,https://boardgamegeek.com/boardgame/163412/patchwork,112,2014,62911,7.60164,7.49665,1.16411,1.603,1640,330868,16,2,2,2,2.0,538,15,30,Abstract ,4,7.49858,"Grid Coverage
Income
Open Drafting
Rondel
Square Grid
Tile Placement
",$27.99,Family ,17,7.51176,,,
Trajan ,https://boardgamegeek.com/boardgame/102680/trajan,113,2011,17305,7.75066,7.49192,1.35447,3.6442,936,48674,16,2,4,4,4.0,293,60,120,Strategy ,91,7.54599,"Area Movement
Hand Management
Mancala
Open Drafting
Set Collection
",Unknown,,,,,,
Carnegie ,https://boardgamegeek.com/boardgame/310873/carnegie,114,2022,7734,8.04144,7.48877,1.21148,3.8257,413,28177,14,1,4,3,4.0,296,90,120,Strategy ,75,7.606,"Action Retrieval
Area Movement
Connections
End Game Bonuses
Follow
Grid Movement
",$60.95,,,,,,
Rising Sun ,https://boardgamegeek.com/boardgame/205896/rising-sun,115,2018,20482,7.78226,7.48637,1.61403,3.2953,623,32270,10,3,5,4,5.0,428,90,120,Strategy ,106,7.49614,"Action Drafting
Alliances
Area Majority / Influence
Area Movement
Auction: Sealed Bid
Betting and Bluffing
",$99.99,,,,,,
Aeon's End: War Eternal ,https://boardgamegeek.com/boardgame/218417/aeons-end-war-eternal,116,2017,5434,8.28539,7.48273,1.28529,2.9191,136,17957,3,1,4,2,2.0,124,60,60,Strategy ,69,7.62474,"Cooperative Game
Deck, Bag, and Pool Building
Hand Management
Open Drafting
Variable Phase Order
Variable Player Powers
",$38.62,,,,,,
Dominion ,https://boardgamegeek.com/boardgame/36218/dominion,117,2008,88890,7.59881,7.48226,1.41942,2.3492,5154,790015,45,2,4,3,3.0,1808,30,30,Strategy ,127,7.44074,"Deck, Bag, and Pool Building
Delayed Purchase
Hand Management
Open Drafting
Take That
Variable Set-up
",$40.63,,,,,,
Vinhos: Deluxe Edition ,https://boardgamegeek.com/boardgame/175640/vinhos-deluxe-edition,118,2016,6476,8.10692,7.47264,1.25812,4.0229,349,14196,3,1,4,4,4.0,123,60,135,Strategy ,72,7.61763,"Area Majority / Influence
Variable Phase Order
Worker Placement
",$98.99,,,,,,
Age of Steam ,https://boardgamegeek.com/boardgame/4098/age-steam,119,2002,10876,7.8358,7.47141,1.59451,3.8784,1003,37122,4,3,6,4,4.0,175,120,120,Strategy ,82,7.56376,"Auction/Bidding
Catch the Leader
Connections
Dice Rolling
Loans
Network and Route Building
",Unknown,,,,,,
Dwellings of Eldervale ,https://boardgamegeek.com/boardgame/271055/dwellings-eldervale,120,2020,6128,8.19828,7.47399,1.48493,3.2546,271,17204,5,1,5,3,3.0,171,60,150,Strategy ,73,7.61026,"Dice Rolling
Hand Management
Modular Board
Solo / Solitaire Game
Variable Player Powers
Worker Placement
",Unknown,,,,,,
The Isle of Cats ,https://boardgamegeek.com/boardgame/281259/isle-cats,121,2019,19973,7.73056,7.46818,1.24038,2.3564,477,90139,6,1,4,3,3.0,305,60,90,Strategy ,114,7.47611,"Closed Drafting
Grid Coverage
Hidden Victory Points
Income
Open Drafting
Pattern Building
",$34.99,Family ,15,7.51669,,,
Clank! In! Space!: A Deck-Building Adventure ,https://boardgamegeek.com/boardgame/233371/clank-space-deck-building-adventure,122,2017,13750,7.79596,7.46782,1.20696,2.5556,243,40036,3,2,4,3,3.0,175,45,90,Strategy ,104,7.51133,"Deck, Bag, and Pool Building
Delayed Purchase
Modular Board
Open Drafting
Player Elimination
Point to Point Movement
",$72.99,Family ,14,7.53404,,,
The Quest for El Dorado ,https://boardgamegeek.com/boardgame/217372/quest-el-dorado,123,2017,23140,7.66606,7.46564,1.09428,1.9284,573,85284,17,2,4,2,2.0,377,30,60,Family ,18,7.51066,"Deck, Bag, and Pool Building
Delayed Purchase
Grid Movement
Hand Management
Hexagon Grid
Modular Board
",$64.95,,,,,,
Pandemic: Iberia ,https://boardgamegeek.com/boardgame/198928/pandemic-iberia,124,2016,10361,7.89515,7.46436,1.2038,2.586,186,26463,3,1,5,4,4.0,151,45,45,Strategy ,99,7.52408,"Action Points
Cooperative Game
Hand Management
Network and Route Building
Point to Point Movement
Set Collection
",$44.75,,,,,,
Hansa Teutonica ,https://boardgamegeek.com/boardgame/43015/hansa-teutonica,125,2009,15006,7.72943,7.46383,1.37169,3.0951,799,45348,10,3,5,5,5.0,331,45,90,Strategy ,96,7.52996,"Action Points
Area Majority / Influence
End Game Bonuses
Network and Route Building
Ownership
Tech Trees / Tech Tracks
",$49.37,,,,,,
Codenames ,https://boardgamegeek.com/boardgame/178900/codenames,126,2015,87913,7.55074,7.45857,1.30234,1.2645,2219,557140,45,4,8,6,6.0,1229,15,15,Party ,4,7.47791,"Communication Limits
Memory
Push Your Luck
Team-Based Game
",$12.39,,,,,,
Yokohama ,https://boardgamegeek.com/boardgame/196340/yokohama,127,2016,11345,7.81556,7.45793,1.15305,3.3099,355,36155,6,2,4,3,3.0,198,90,90,Strategy ,93,7.5399,"Contracts
End Game Bonuses
Grid Movement
Modular Board
Network and Route Building
Set Collection
",Unknown,,,,,,
Forbidden Stars ,https://boardgamegeek.com/boardgame/175155/forbidden-stars,128,2015,9003,7.97944,7.45898,1.45685,3.8386,446,14552,3,2,4,3,3.0,320,120,180,Strategy ,92,7.54506,"Area Majority / Influence
Area Movement
Card Play Conflict Resolution
Deck, Bag, and Pool Building
Dice Rolling
Hand Management
",Unknown,,,,,,
Champions of Midgard ,https://boardgamegeek.com/boardgame/172287/champions-midgard,129,2015,16999,7.73098,7.45595,1.25386,2.6043,417,40031,2,2,4,4,4.0,238,60,90,Strategy ,109,7.49228,"Dice Rolling
Set Collection
Variable Player Powers
Worker Placement
",$54.99,,,,,,
Roll for the Galaxy ,https://boardgamegeek.com/boardgame/132531/roll-galaxy,130,2014,31158,7.59968,7.44996,1.33716,2.7762,943,174665,9,2,5,3,4.0,381,45,45,Strategy ,117,7.46404,"Action Retrieval
Contracts
Deck, Bag, and Pool Building
Dice Rolling
Follow
Simultaneous Action Selection
",$52.51,,,,,,
PARKS ,https://boardgamegeek.com/boardgame/266524/parks,131,2019,22989,7.68483,7.44938,1.20701,2.1321,560,78460,13,1,4,3,3.0,408,30,60,Family ,22,7.47861,"Contracts
End Game Bonuses
Events
Modular Board
Solo / Solitaire Game
Track Movement
",$34.99,,,,,,
Cartographers ,https://boardgamegeek.com/boardgame/263918/cartographers,132,2019,27081,7.6257,7.44376,1.13572,1.8806,628,175263,9,1,9,3,4.0,359,30,45,Family ,21,7.48131,"Bingo
End Game Bonuses
Grid Coverage
Line Drawing
Paper-and-Pencil
Simultaneous Action Selection
",$24.99,,,,,,
Pandemic ,https://boardgamegeek.com/boardgame/30549/pandemic,133,2008,121825,7.54386,7.43885,1.33531,2.4018,5938,405900,41,1,4,4,4.0,1979,45,45,Strategy ,152,7.3603,"Action Points
Cooperative Game
Hand Management
Point to Point Movement
Set Collection
Tags
",$28.49,Family ,29,7.42253,,,
Res Arcana ,https://boardgamegeek.com/boardgame/262712/res-arcana,134,2019,20571,7.66654,7.43378,1.35639,2.6341,492,118005,13,2,4,2,2.0,370,30,60,Strategy ,119,7.45972,"Hand Management
Income
Open Drafting
Race
Score-and-Reset Game
Take That
",$31.99,,,,,,
Targi ,https://boardgamegeek.com/boardgame/118048/targi,135,2012,22400,7.61798,7.42956,1.11324,2.3405,649,72921,5,2,2,2,2.0,204,60,60,Strategy ,120,7.45738,"End Game Bonuses
Modular Board
Open Drafting
Set Collection
Square Grid
Turn Order: Progressive
",$19.95,,,,,,
Oathsworn: Into the Deepwood ,https://boardgamegeek.com/boardgame/251661/oathsworn-deepwood,136,2022,3393,9.08641,7.45973,1.42821,3.566,159,14500,5,1,4,2,2.0,110,30,90,Thematic,12,7.96694,"Action Points
Card Play Conflict Resolution
Cooperative Game
Deck, Bag, and Pool Building
Dice Rolling
Hand Management
",$649.99,,,,,,
Watergate ,https://boardgamegeek.com/boardgame/274364/watergate,137,2019,11068,7.79483,7.4254,1.16164,2.2593,270,32507,14,2,2,2,2.0,131,30,60,Strategy ,107,7.49382,"Action/Event
Campaign / Battle Card Driven
Connections
Hand Management
Once-Per-Game Abilities
Take That
",$28.99,,,,,,
Alchemists ,https://boardgamegeek.com/boardgame/161970/alchemists,138,2014,22223,7.64997,7.4234,1.42354,3.9278,1163,44233,16,2,4,4,4.0,395,120,120,Strategy ,126,7.44307,"Action Drafting
Constrained Bidding
Deduction
End Game Bonuses
Events
Hand Management
",$59.95,,,,,,
Rajas of the Ganges ,https://boardgamegeek.com/boardgame/220877/rajas-ganges,139,2017,13501,7.73108,7.4237,1.1366,2.8894,416,53109,7,2,4,4,4.0,200,45,75,Strategy ,112,7.485,"Connections
Dice Rolling
Network and Route Building
Race
Tile Placement
Worker Placement
",$45.45,,,,,,
Just One ,https://boardgamegeek.com/boardgame/254640/just-one,140,2018,25021,7.59644,7.423,1.20599,1.0409,465,169935,24,4,7,6,7.0,333,20,60,Party ,3,7.51011,"Communication Limits
Cooperative Game
",$16.61,,,,,,
Kemet ,https://boardgamegeek.com/boardgame/127023/kemet,141,2012,18853,7.66039,7.42053,1.33546,3.0014,716,29814,2,3,5,4,5.0,290,90,120,Strategy ,121,7.45736,"Action Points
Area Majority / Influence
Area Movement
Card Play Conflict Resolution
Hand Management
Open Drafting
",Unknown,,,,,,
Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases ,https://boardgamegeek.com/boardgame/2511/sherlock-holmes-consulting-detective-thames-murder,142,1982,20789,7.64743,7.42076,1.45425,2.6766,640,38547,6,1,4,2,2.0,339,60,120,Thematic,40,7.46055,"Cooperative Game
Deduction
Narrative Choice / Paragraph
Solo / Solitaire Game
Storytelling
",$57.71,,,,,,
Star Realms ,https://boardgamegeek.com/boardgame/147020/star-realms,143,2014,43573,7.56414,7.42066,1.272,1.9251,1401,419866,14,2,2,2,2.0,456,20,20,Strategy ,141,7.3893,"Deck, Bag, and Pool Building
Delayed Purchase
Hand Management
Income
Open Drafting
Tags
",$14.99,,,,,,
It's a Wonderful World ,https://boardgamegeek.com/boardgame/271324/its-wonderful-world,144,2019,17107,7.69517,7.41987,1.24652,2.3139,446,145945,22,1,5,4,4.0,318,30,60,Strategy ,123,7.45169,"Closed Drafting
End Game Bonuses
Hand Management
Set Collection
Simultaneous Action Selection
Solo / Solitaire Game
",$43.81,,,,,,
Praga Caput Regni ,https://boardgamegeek.com/boardgame/308765/praga-caput-regni,145,2020,7966,7.93807,7.41851,1.19878,3.7455,385,28648,5,1,4,3,3.0,193,45,150,Strategy ,94,7.53083,"Area Majority / Influence
Enclosure
End Game Bonuses
Hexagon Grid
Income
Three Dimensional Movement
",$39.99,,,,,,
Endeavor: Age of Sail ,https://boardgamegeek.com/boardgame/233398/endeavor-age-sail,146,2018,9012,7.90331,7.41837,1.15905,2.8446,251,20713,3,2,5,4,4.0,149,60,90,Strategy ,101,7.51416,"Area Majority / Influence
Open Drafting
Point to Point Movement
Set Collection
Tech Trees / Tech Tracks
",$127.93,,,,,,
Ra ,https://boardgamegeek.com/boardgame/12/ra,147,1999,23891,7.58642,7.41715,1.33105,2.3377,1845,93742,3,2,5,3,4.0,509,45,60,Strategy ,122,7.45433,"Auction: Once Around
Auction/Bidding
Closed Economy Auction
Constrained Bidding
Hidden Victory Points
Push Your Luck
",$49.99,,,,,,
SCOUT ,https://boardgamegeek.com/boardgame/291453/scout,148,2019,10698,7.79638,7.41888,1.16883,1.3613,191,72672,2,3,5,4,4.0,302,15,15,Family ,16,7.51354,"Hand Management
Ladder Climbing
Score-and-Reset Game
",$23.00,,,,,,
Hadrian's Wall ,https://boardgamegeek.com/boardgame/304783/hadrians-wall,149,2021,6830,8.01347,7.41423,1.23273,3.1315,251,40295,4,1,3,1,1.0,266,30,60,Strategy ,95,7.53046,"Hand Management
Paper-and-Pencil
Solo / Solitaire Game
Tech Trees / Tech Tracks
Worker Placement
",$36.49,,,,,,
Stone Age ,https://boardgamegeek.com/boardgame/34635/stone-age,150,2008,51671,7.53082,7.41067,1.24734,2.4612,3012,210319,28,2,4,4,4.0,974,60,90,Strategy ,140,7.39461,"Contracts
Dice Rolling
End Game Bonuses
Set Collection
Turn Order: Progressive
Worker Placement
",$49.95,Family ,27,7.4255,,,
Legendary Encounters: An Alien Deck Building Game ,https://boardgamegeek.com/boardgame/146652/legendary-encounters-alien-deck-building-game,151,2014,13007,7.75993,7.40857,1.36758,2.6996,476,49321,5,1,4,3,3.0,261,30,60,Thematic,35,7.51523,"Cooperative Game
Deck, Bag, and Pool Building
Delayed Purchase
Events
Hidden Roles
Open Drafting
",Unknown,,,,,,
