Title,Link,Rank,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,NumAwards,PCountRecomm_min,PCountRecomm_max,PCountBest_min,PCountBest_max,PCount_votes,MinPlayTime,MaxPlayTime,Category_1,RankCategory_1,ScoreCategory_1,Category_2,RankCategory_2,ScoreCategory_2,Mechanics,AmazonPrice
Teotihuacan: City of Gods ,https://boardgamegeek.com/boardgame/229853/teotihuacan-city-gods,84,2018,19077,7.87464,7.60745,1.29787,3.7795,830,67761,20,1,4,4,4,354,90,120,Strategy ,62,7.65352,,,,"Area Movement
Rondel
Set Collection
Solo / Solitaire Game
Tile Placement
Track Movement
",$58.11 
Beyond the Sun ,https://boardgamegeek.com/boardgame/317985/beyond-sun,85,2020,12853,7.95527,7.60341,1.14747,3.1285,389,48078,6,2,4,3,3,250,60,120,Strategy ,58,7.68202,,,,"Area Majority / Influence
Contracts
Events
Point to Point Movement
Tech Trees / Tech Tracks
Worker Placement
",$63.82 
Lords of Waterdeep ,https://boardgamegeek.com/boardgame/110327/lords-waterdeep,86,2012,54081,7.7343,7.59607,1.27117,2.453,2307,173738,11,2,5,3,4,745,60,120,Strategy ,80,7.56828,,,,"Contracts
Hidden Roles
Increase Value of Unchosen Resources
Ownership
Set Collection
Take That
",$30.99 
The Voyages of Marco Polo ,https://boardgamegeek.com/boardgame/171623/voyages-marco-polo,87,2015,24274,7.79409,7.58964,1.26341,3.185,1119,91208,22,2,4,4,4,468,40,100,Strategy ,70,7.62176,,,,"Contracts
Dice Rolling
Point to Point Movement
Resource to Move
Turn Order: Claim Action
Variable Player Powers
",Unknown
Dominant Species ,https://boardgamegeek.com/boardgame/62219/dominant-species,88,2010,20679,7.82134,7.589,1.51264,4.0395,1570,34673,11,3,6,4,4,550,120,240,Strategy ,66,7.63559,,,,"Action Queue
Area Majority / Influence
End Game Bonuses
Grid Movement
Hexagon Grid
Map Addition
",$71.74 
Robinson Crusoe: Adventures on the Cursed Island ,https://boardgamegeek.com/boardgame/121921/robinson-crusoe-adventures-cursed-island,89,2012,42133,7.75742,7.58727,1.44656,3.8127,2189,110576,9,1,4,1,2,989,60,120,Thematic,29,7.57686,,,,"Action Queue
Area Movement
Cooperative Game
Dice Rolling
Die Icon Resolution
Events
",$51.50 
7 Wonders ,https://boardgamegeek.com/boardgame/68448/7-wonders,90,2010,101272,7.69122,7.58396,1.27699,2.3186,5148,567771,53,3,7,4,5,2360,30,30,Strategy ,89,7.54858,Family ,11,7.58042,"Closed Drafting
Hand Management
Neighbor Scope
Set Collection
Simultaneous Action Selection
Variable Player Powers
",$40.00 
The Search for Planet X ,https://boardgamegeek.com/boardgame/279537/search-planet-x,91,2020,10560,7.98599,7.56587,1.21243,2.374,246,41775,6,1,4,2,3,194,60,75,Strategy ,65,7.63987,,,,"Action Points
Deduction
End Game Bonuses
Paper-and-Pencil
Solo / Solitaire Game
Turn Order: Time Track
",$40.12 
Tainted Grail: The Fall of Avalon ,https://boardgamegeek.com/boardgame/264220/tainted-grail-fall-avalon,92,2019,11598,8.11682,7.56173,1.77284,3.3363,449,54454,14,1,3,1,2,482,60,120,Thematic,24,7.67763,,,,"Area Movement
Campaign / Battle Card Driven
Cooperative Game
Deck, Bag, and Pool Building
Dice Rolling
Hand Management
",$122.48 
El Grande ,https://boardgamegeek.com/boardgame/93/el-grande,93,1995,27070,7.7329,7.55429,1.33659,3.0358,2204,50032,4,3,5,5,5,621,60,120,Strategy ,78,7.58773,,,,"Action Drafting
Area Majority / Influence
Area Movement
Auction/Bidding
Hand Management
Memory
",Unknown
Architects of the West Kingdom ,https://boardgamegeek.com/boardgame/236457/architects-west-kingdom,94,2018,27424,7.74663,7.55032,1.18136,2.7492,925,94535,21,1,5,4,4,525,60,80,Strategy ,82,7.56354,,,,"Contracts
Increase Value of Unchosen Resources
Open Drafting
Solo / Solitaire Game
Tags
Variable Player Powers
",$50.88 
The 7th Continent ,https://boardgamegeek.com/boardgame/180263/7th-continent,95,2017,21712,7.85303,7.54779,1.68631,2.8992,605,69030,21,1,3,1,2,637,5,1000,Thematic,28,7.58581,,,,"Area Movement
Cooperative Game
Hand Management
Map Addition
Modular Board
Scenario / Mission / Campaign Game
",$69.00 
Battlestar Galactica: The Board Game ,https://boardgamegeek.com/boardgame/37111/battlestar-galactica-board-game,96,2008,36026,7.73032,7.54388,1.59569,3.2495,2192,80696,13,4,6,5,5,1047,120,180,Thematic,32,7.5445,,,,"Area Movement
Dice Rolling
Hand Management
Hidden Roles
Once-Per-Game Abilities
Role Playing
",Unknown
Inis ,https://boardgamegeek.com/boardgame/155821/inis,97,2016,18921,7.82537,7.53609,1.46217,2.8884,493,41147,7,2,4,4,4,436,60,90,Strategy ,85,7.55854,,,,"Area Majority / Influence
Area Movement
Campaign / Battle Card Driven
Closed Drafting
Hand Management
Interrupts
",$72.79 
Keyflower ,https://boardgamegeek.com/boardgame/122515/keyflower,98,2012,22526,7.73285,7.53575,1.32219,3.3417,998,59572,12,2,6,4,4,417,90,120,Strategy ,79,7.57331,,,,"Auction: Fixed Placement
Auction: Multiple Lot
Auction/Bidding
Constrained Bidding
End Game Bonuses
Hexagon Grid
",$104.09 
Decrypto ,https://boardgamegeek.com/boardgame/225694/decrypto,99,2018,20670,7.77183,7.53543,1.26729,1.8116,361,68715,18,4,8,4,4,300,15,45,Party ,1,7.62417,,,,"Communication Limits
Targeted Clues
Team-Based Game
",$24.99 
Raiders of the North Sea ,https://boardgamegeek.com/boardgame/170042/raiders-north-sea,100,2015,22983,7.74616,7.53019,1.18662,2.5515,651,70836,9,2,4,3,3,335,60,80,Strategy ,88,7.55048,,,,"Contracts
Dice Rolling
Hand Management
Worker Placement
Worker Placement, Different Worker Types
",$47.69 
Caylus ,https://boardgamegeek.com/boardgame/18602/caylus,101,2005,28882,7.7221,7.52968,1.47611,3.7983,3247,67410,18,2,5,3,3,761,60,150,Strategy ,86,7.55418,,,,"Action Queue
Ownership
Turn Order: Claim Action
Turn Order: Pass Order
Variable Set-up
Worker Placement
",$124.99 
Trickerion: Legends of Illusion ,https://boardgamegeek.com/boardgame/163068/trickerion-legends-illusion,102,2015,10181,7.97374,7.52744,1.42316,4.2511,697,21923,4,2,4,4,4,163,60,180,Strategy ,71,7.61712,,,,"Action Points
Action Queue
Catch the Leader
Dice Rolling
Simultaneous Action Selection
Tile Placement
",$62.56 
Dominion: Intrigue ,https://boardgamegeek.com/boardgame/40834/dominion-intrigue,103,2009,33254,7.69289,7.52452,1.35584,2.4142,1364,104518,8,2,4,3,3,327,30,30,Strategy ,97,7.5279,,,,"Deck, Bag, and Pool Building
Delayed Purchase
Hand Management
",$28.99 
Mombasa ,https://boardgamegeek.com/boardgame/172386/mombasa,104,2015,13036,7.85504,7.52347,1.26527,3.9,650,27005,19,2,4,4,4,256,75,150,Strategy ,76,7.60169,,,,"Action Queue
Area Majority / Influence
Deck, Bag, and Pool Building
Hand Management
Investment
Open Drafting
",Unknown
Tigris & Euphrates ,https://boardgamegeek.com/boardgame/42/tigris-euphrates,105,1997,28205,7.70392,7.52281,1.48661,3.5013,2751,68602,5,2,4,4,4,625,90,90,Strategy ,91,7.54552,,,,"Area Majority / Influence
Connections
Hand Management
Hidden Victory Points
Highest-Lowest Scoring
Income
",Unknown
Lorenzo il Magnifico ,https://boardgamegeek.com/boardgame/203993/lorenzo-il-magnifico,106,2016,13293,7.85295,7.52023,1.22446,3.2867,415,39234,4,2,4,3,4,228,60,120,Strategy ,77,7.59247,,,,"Contracts
Dice Rolling
End Game Bonuses
Open Drafting
Turn Order: Claim Action
Variable Set-up
",$49.95 
Troyes ,https://boardgamegeek.com/boardgame/73439/troyes,107,2010,22831,7.71868,7.51983,1.33381,3.4599,1248,70199,13,2,4,3,3,543,90,90,Strategy ,84,7.55961,,,,"Area Majority / Influence
Dice Rolling
End Game Bonuses
Events
Hidden Victory Points
Income
",$50.99 
Eldritch Horror ,https://boardgamegeek.com/boardgame/146021/eldritch-horror,108,2013,35442,7.75621,7.51878,1.53798,3.3181,1688,92223,5,1,6,4,4,886,120,240,Thematic,34,7.51656,,,,"Action Points
Cooperative Game
Dice Rolling
Point to Point Movement
Resource to Move
Role Playing
",$54.87 
The Lord of the Rings: Journeys in Middle-Earth ,https://boardgamegeek.com/boardgame/269385/lord-rings-journeys-middle-earth,109,2019,15457,7.92681,7.51469,1.52082,2.6469,456,94329,4,1,4,2,2,395,60,120,Thematic,27,7.58768,,,,"Campaign / Battle Card Driven
Cooperative Game
Deck, Bag, and Pool Building
Modular Board
Role Playing
Scenario / Mission / Campaign Game
",$99.00 
Twilight Imperium: Third Edition ,https://boardgamegeek.com/boardgame/12493/twilight-imperium-third-edition,110,2005,19181,7.79693,7.50768,1.71701,4.2566,2081,25521,2,4,6,6,6,487,180,240,Thematic,31,7.54642,Strategy ,100,7.51414,"Action Points
Area-Impulse
Dice Rolling
Follow
Grid Movement
Hexagon Grid
",$178.95 
Concordia Venus ,https://boardgamegeek.com/boardgame/256916/concordia-venus,111,2018,5167,8.28946,7.5062,1.17751,3.0196,153,13110,1,2,6,4,4,83,60,120,Strategy ,60,7.67058,,,,"Action Retrieval
Advantage Token
Auction: Dutch
Communication Limits
Deck, Bag, and Pool Building
Follow
",$60.29 
Russian Railroads ,https://boardgamegeek.com/boardgame/144733/russian-railroads,112,2013,17587,7.73923,7.49858,1.30084,3.4026,842,63843,17,2,4,4,4,252,120,120,Strategy ,87,7.55402,,,,"End Game Bonuses
Tech Trees / Tech Tracks
Turn Order: Claim Action
Worker Placement
",$229.99 
Patchwork ,https://boardgamegeek.com/boardgame/163412/patchwork,113,2014,62785,7.60204,7.49677,1.16417,1.6039,1636,329823,16,2,2,2,2,533,15,30,Abstract ,4,7.49824,Family ,15,7.51182,"Grid Coverage
Income
Open Drafting
Rondel
Square Grid
Tile Placement
",$27.99 
Trajan ,https://boardgamegeek.com/boardgame/102680/trajan,114,2011,17290,7.75101,7.49229,1.35404,3.6442,936,48607,16,2,4,4,4,293,60,120,Strategy ,90,7.54644,,,,"Area Movement
Hand Management
Mancala
Open Drafting
Set Collection
",Unknown
Carnegie ,https://boardgamegeek.com/boardgame/310873/carnegie,115,2022,7662,8.04309,7.48763,1.20867,3.8256,407,27977,14,1,4,4,4,294,90,120,Strategy ,75,7.60571,,,,"Action Retrieval
Area Movement
Connections
End Game Bonuses
Follow
Grid Movement
",$60.95 
Rising Sun ,https://boardgamegeek.com/boardgame/205896/rising-sun,116,2018,20457,7.78181,7.48603,1.61485,3.2953,623,32225,10,3,5,4,5,427,90,120,Strategy ,105,7.49583,,,,"Action Drafting
Alliances
Area Majority / Influence
Area Movement
Auction: Sealed Bid
Betting and Bluffing
",$99.99 
Aeon's End: War Eternal ,https://boardgamegeek.com/boardgame/218417/aeons-end-war-eternal,117,2017,5420,8.28656,7.48226,1.28596,2.9191,136,17917,3,1,4,2,2,124,60,60,Strategy ,69,7.62398,,,,"Cooperative Game
Deck, Bag, and Pool Building
Hand Management
Open Drafting
Variable Phase Order
Variable Player Powers
",$38.62 
Dominion ,https://boardgamegeek.com/boardgame/36218/dominion,118,2008,88806,7.59849,7.4822,1.41977,2.3493,5153,789263,45,2,4,3,3,1807,30,30,Strategy ,127,7.44062,,,,"Deck, Bag, and Pool Building
Delayed Purchase
Hand Management
Open Drafting
Take That
Variable Set-up
",$37.32 
Vinhos: Deluxe Edition ,https://boardgamegeek.com/boardgame/175640/vinhos-deluxe-edition,119,2016,6463,8.10671,7.47158,1.25755,4.0229,349,14158,3,1,4,4,4,123,60,135,Strategy ,72,7.61667,,,,"Area Majority / Influence
Variable Phase Order
Worker Placement
",$98.99 
Age of Steam ,https://boardgamegeek.com/boardgame/4098/age-steam,120,2002,10859,7.83615,7.47081,1.59317,3.8784,1003,37027,4,3,6,4,4,175,120,120,Strategy ,83,7.56319,,,,"Auction/Bidding
Catch the Leader
Connections
Dice Rolling
Loans
Network and Route Building
",Unknown
Dwellings of Eldervale ,https://boardgamegeek.com/boardgame/271055/dwellings-eldervale,121,2020,6072,8.19399,7.46851,1.48978,3.2594,266,17052,5,1,5,3,3,169,60,150,Strategy ,74,7.60588,,,,"Dice Rolling
Hand Management
Modular Board
Solo / Solitaire Game
Variable Player Powers
Worker Placement
",Unknown
The Isle of Cats ,https://boardgamegeek.com/boardgame/281259/isle-cats,122,2019,19882,7.73103,7.46818,1.24123,2.355,476,89811,6,1,4,3,3,304,60,90,Strategy ,113,7.4762,Family ,14,7.51685,"Closed Drafting
Grid Coverage
Hidden Victory Points
Income
Open Drafting
Pattern Building
",$34.99 
Clank! In! Space!: A Deck-Building Adventure ,https://boardgamegeek.com/boardgame/233371/clank-space-deck-building-adventure,123,2017,13715,7.79541,7.46739,1.20743,2.5579,242,39958,3,2,4,3,3,174,45,90,Strategy ,102,7.51091,Family ,13,7.53397,"Deck, Bag, and Pool Building
Delayed Purchase
Modular Board
Open Drafting
Player Elimination
Point to Point Movement
",$52.76 
The Quest for El Dorado ,https://boardgamegeek.com/boardgame/217372/quest-el-dorado,124,2017,23025,7.66526,7.46521,1.09375,1.9281,570,85004,17,2,4,2,2,377,30,60,Family ,17,7.51022,,,,"Deck, Bag, and Pool Building
Delayed Purchase
Grid Movement
Hand Management
Hexagon Grid
Modular Board
",$39.99 
Pandemic: Iberia ,https://boardgamegeek.com/boardgame/198928/pandemic-iberia,125,2016,10344,7.8956,7.46419,1.20494,2.5838,185,26399,3,1,5,4,4,150,45,45,Strategy ,99,7.52391,,,,"Action Points
Cooperative Game
Hand Management
Network and Route Building
Point to Point Movement
Set Collection
",$44.75 
Hansa Teutonica ,https://boardgamegeek.com/boardgame/43015/hansa-teutonica,126,2009,14977,7.73073,7.46408,1.3702,3.0965,798,45244,10,3,5,5,5,330,45,90,Strategy ,96,7.5303,,,,"Action Points
Area Majority / Influence
End Game Bonuses
Network and Route Building
Ownership
Tech Trees / Tech Tracks
",$49.99 
Codenames ,https://boardgamegeek.com/boardgame/178900/codenames,127,2015,87735,7.55116,7.45885,1.30251,1.2648,2217,556504,45,4,8,6,6,1227,15,15,Party ,4,7.47827,,,,"Communication Limits
Memory
Push Your Luck
Team-Based Game
",$12.39 
Yokohama ,https://boardgamegeek.com/boardgame/196340/yokohama,128,2016,11331,7.81591,7.45806,1.15353,3.3099,355,36065,6,2,4,3,3,198,90,90,Strategy ,93,7.54011,,,,"Contracts
End Game Bonuses
Grid Movement
Modular Board
Network and Route Building
Set Collection
",Unknown
Forbidden Stars ,https://boardgamegeek.com/boardgame/175155/forbidden-stars,129,2015,8989,7.97841,7.4577,1.45745,3.8386,446,14497,3,2,4,3,3,320,120,180,Strategy ,92,7.54391,,,,"Area Majority / Influence
Area Movement
Card Play Conflict Resolution
Deck, Bag, and Pool Building
Dice Rolling
Hand Management
",Unknown
Champions of Midgard ,https://boardgamegeek.com/boardgame/172287/champions-midgard,130,2015,16977,7.73182,7.4564,1.25408,2.6034,416,39981,2,2,4,4,4,238,60,90,Strategy ,108,7.49279,,,,"Dice Rolling
Set Collection
Variable Player Powers
Worker Placement
",$50.03 
Roll for the Galaxy ,https://boardgamegeek.com/boardgame/132531/roll-galaxy,131,2014,31130,7.60053,7.4507,1.33679,2.7749,942,174394,9,2,5,3,4,380,45,45,Strategy ,116,7.46468,,,,"Action Retrieval
Contracts
Deck, Bag, and Pool Building
Dice Rolling
Follow
Simultaneous Action Selection
",$51.07 
PARKS ,https://boardgamegeek.com/boardgame/266524/parks,132,2019,22878,7.68464,7.44931,1.20908,2.1324,559,78094,13,1,4,3,3,405,30,60,Family ,21,7.47906,,,,"Contracts
End Game Bonuses
Events
Modular Board
Solo / Solitaire Game
Track Movement
",$49.99 
Cartographers ,https://boardgamegeek.com/boardgame/263918/cartographers,133,2019,26954,7.62642,7.44388,1.13583,1.8804,627,174664,9,1,9,3,4,358,30,45,Family ,20,7.48152,,,,"Bingo
End Game Bonuses
Grid Coverage
Line Drawing
Paper-and-Pencil
Simultaneous Action Selection
",$18.74 
Pandemic ,https://boardgamegeek.com/boardgame/30549/pandemic,134,2008,121686,7.54433,7.43917,1.33528,2.4019,5935,405459,41,1,4,4,4,1977,45,45,Strategy ,152,7.36061,Family ,28,7.42284,"Action Points
Cooperative Game
Hand Management
Point to Point Movement
Set Collection
Tags
",$29.99 
Res Arcana ,https://boardgamegeek.com/boardgame/262712/res-arcana,135,2019,20510,7.66721,7.43445,1.35549,2.6354,491,116978,13,2,4,2,2,368,30,60,Strategy ,119,7.46045,,,,"Hand Management
Income
Open Drafting
Race
Score-and-Reset Game
Take That
",$31.98 
Targi ,https://boardgamegeek.com/boardgame/118048/targi,136,2012,22342,7.61798,7.42933,1.11337,2.341,648,72674,5,2,2,2,2,203,60,60,Strategy ,121,7.45735,,,,"End Game Bonuses
Modular Board
Open Drafting
Set Collection
Square Grid
Turn Order: Progressive
",$19.95 
Oathsworn: Into the Deepwood ,https://boardgamegeek.com/boardgame/251661/oathsworn-deepwood,137,2022,3280,9.08848,7.42825,1.43317,3.5605,157,14106,5,1,4,2,2,107,30,90,Thematic,12,7.9416,,,,"Action Points
Card Play Conflict Resolution
Cooperative Game
Deck, Bag, and Pool Building
Dice Rolling
Hand Management
",$649.99 
Watergate ,https://boardgamegeek.com/boardgame/274364/watergate,138,2019,11024,7.79445,7.42471,1.16452,2.2565,269,32402,14,2,2,2,2,131,30,60,Strategy ,107,7.49329,,,,"Action/Event
Campaign / Battle Card Driven
Connections
Hand Management
Once-Per-Game Abilities
Take That
",$28.99 
Alchemists ,https://boardgamegeek.com/boardgame/161970/alchemists,139,2014,22202,7.65017,7.42356,1.42332,3.9277,1162,44160,16,2,4,4,4,395,120,120,Strategy ,125,7.44335,,,,"Action Drafting
Constrained Bidding
Deduction
End Game Bonuses
Events
Hand Management
",$59.95 
Rajas of the Ganges ,https://boardgamegeek.com/boardgame/220877/rajas-ganges,140,2017,13466,7.73165,7.4235,1.13738,2.8892,415,52939,7,2,4,4,4,200,45,75,Strategy ,112,7.4848,,,,"Connections
Dice Rolling
Network and Route Building
Race
Tile Placement
Worker Placement
",$45.45 
Just One ,https://boardgamegeek.com/boardgame/254640/just-one,141,2018,24905,7.59552,7.42188,1.20658,1.0409,464,169196,24,4,7,6,7,332,20,60,Party ,3,7.50945,,,,"Communication Limits
Cooperative Game
",$16.61 
Kemet ,https://boardgamegeek.com/boardgame/127023/kemet,142,2012,18830,7.6612,7.42126,1.33526,3.0014,716,29787,2,3,5,4,5,290,90,120,Strategy ,120,7.45809,,,,"Action Points
Area Majority / Influence
Area Movement
Card Play Conflict Resolution
Hand Management
Open Drafting
",Unknown
Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases ,https://boardgamegeek.com/boardgame/2511/sherlock-holmes-consulting-detective-thames-murder,143,1982,20761,7.64781,7.42094,1.45426,2.6766,640,38519,6,1,4,2,2,339,60,120,Thematic,40,7.46072,,,,"Cooperative Game
Deduction
Narrative Choice / Paragraph
Solo / Solitaire Game
Storytelling
",$57.99 
Star Realms ,https://boardgamegeek.com/boardgame/147020/star-realms,144,2014,43530,7.56443,7.42085,1.27197,1.9251,1401,419278,14,2,2,2,2,456,20,20,Strategy ,141,7.38955,,,,"Deck, Bag, and Pool Building
Delayed Purchase
Hand Management
Income
Open Drafting
Tags
",$14.99 
It's a Wonderful World ,https://boardgamegeek.com/boardgame/271324/its-wonderful-world,145,2019,17026,7.69683,7.42057,1.246,2.3131,444,144955,22,1,5,4,4,317,30,60,Strategy ,122,7.45256,,,,"Closed Drafting
End Game Bonuses
Hand Management
Set Collection
Simultaneous Action Selection
Solo / Solitaire Game
",$44.77 
Praga Caput Regni ,https://boardgamegeek.com/boardgame/308765/praga-caput-regni,146,2020,7934,7.93826,7.41828,1.20165,3.7467,383,28499,5,1,4,3,3,193,45,150,Strategy ,95,7.53057,,,,"Area Majority / Influence
Enclosure
End Game Bonuses
Hexagon Grid
Income
Three Dimensional Movement
",$48.35 
Endeavor: Age of Sail ,https://boardgamegeek.com/boardgame/233398/endeavor-age-sail,147,2018,8990,7.90359,7.41813,1.1605,2.844,250,20648,3,2,5,4,4,149,60,90,Strategy ,101,7.51404,,,,"Area Majority / Influence
Open Drafting
Point to Point Movement
Set Collection
Tech Trees / Tech Tracks
",$127.93 
SCOUT ,https://boardgamegeek.com/boardgame/291453/scout,148,2019,10520,7.79684,7.41514,1.16897,1.367,188,71614,2,3,5,4,4,297,15,15,Family ,16,7.51112,,,,"Hand Management
Ladder Climbing
Score-and-Reset Game
",$23.00 
Ra ,https://boardgamegeek.com/boardgame/12/ra,149,1999,23796,7.58453,7.41506,1.33179,2.3379,1844,93403,3,2,5,3,4,509,45,60,Strategy ,123,7.45256,,,,"Auction: Once Around
Auction/Bidding
Closed Economy Auction
Constrained Bidding
Hidden Victory Points
Push Your Luck
",$49.99 
Hadrian's Wall ,https://boardgamegeek.com/boardgame/304783/hadrians-wall,150,2021,6758,8.01692,7.41348,1.23137,3.1301,246,39656,4,1,3,1,1,264,30,60,Strategy ,94,7.53067,,,,"Hand Management
Paper-and-Pencil
Solo / Solitaire Game
Tech Trees / Tech Tracks
Worker Placement
",$55.14 
Stone Age ,https://boardgamegeek.com/boardgame/34635/stone-age,151,2008,51627,7.53099,7.41047,1.24711,2.4615,3010,210058,28,2,4,4,4,973,60,90,Strategy ,139,7.3944,Family ,26,7.42532,"Contracts
Dice Rolling
End Game Bonuses
Set Collection
Turn Order: Progressive
Worker Placement
",$49.95 
Legendary Encounters: An Alien Deck Building Game ,https://boardgamegeek.com/boardgame/146652/legendary-encounters-alien-deck-building-game,152,2014,13001,7.76012,7.40862,1.36723,2.6996,476,49250,5,1,4,3,3,261,30,60,Thematic,35,7.51541,,,,"Cooperative Game
Deck, Bag, and Pool Building
Delayed Purchase
Events
Hidden Roles
Open Drafting
",Unknown
