Title,ObjectID,Link,Rank,Year,Designers,UsersRated,AveRating,Baverage,StdDev,AveWeight,NumWeights,NumPlays,NumAwards,NumGeekLists,NumTrading,NumWanting,NumWish,NumOwned,NumComments,NumWantToPlay,NumFans,Views,PCountRecomm_min,PCountRecomm_max,PCountBest_min,PCountBest_max,PCount_votes,MinPlayTime,MaxPlayTime,Mechanics,Expansions,Categories,GameCategory_1,RankCategory_1,ScoreCategory_1,AmazonPrice,GameCategory_2,RankCategory_2,ScoreCategory_2,GameCategory_3,RankCategory_3,ScoreCategory_3
Pictomania (Second Edition) ,252526,https://boardgamegeek.com/boardgame/252526/pictomania-second-edition,1057,2018,['Vlaada Chvátil'],2478,7.5846,6.5944,1.20032,1.4717,53,9607,3,352,68,94,761,4885,449,485,77,140334,3.0,6.0,5.0,6.0,38,20,40,"['Line Drawing', 'Paper-and-Pencil']","['Pictomania (Second Edition): Bonus Cards – Pop Culture / Geek', 'Pictomania (Second Edition): Promo cards – Boardgaming']","['Action / Dexterity', 'Humor', 'Party Game', 'Real-time']",Party,26.0,7.07863,,,,,,,
Cross Clues ,300753,https://boardgamegeek.com/boardgame/300753/cross-clues,1095,2020,['Grégory Grard'],4122,7.2166,6.57335,1.26669,1.0741,108,46459,4,416,113,76,884,8035,596,539,150,270484,2.0,6.0,4.0,4.0,79,5,10,"['Cooperative Game', 'Elapsed Real Time Ending', 'Real-Time']","['Cross Clues: Steamy Deck & Winners Tokens', 'Cross Clues: Tantrum House Promo Pack', 'Entre Linhas: Expansões ""Mais Palavras"" 1', 'Entre Linhas: Expansões ""Mais Palavras"" 2', 'Entre Linhas: Expansões ""Mais Palavras"" 3', 'Entre Linhas: Expansões ""Mais Palavras"" 4']","['Deduction', 'Party Game', 'Real-time', 'Word Game']",Party,50.0,6.85493,17.99,,,,,,
Herbaceous ,195314,https://boardgamegeek.com/boardgame/195314/herbaceous,1117,2017,"['Eduardo Baraf', 'Steve Finn']",6000,7.00375,6.56508,1.14037,1.2,165,47799,1,1501,185,190,1789,11366,1335,1225,389,396920,1.0,4.0,4.0,4.0,109,15,20,"['Push Your Luck', 'Set Collection', 'Solo / Solitaire Game']",['Herbaceous: Flavor Pack Mini Expansion'],"['Card Game', 'Print & Play']",Family,327.0,6.65513,19.94,,,,,,
Archaeology: The New Expedition ,191300,https://boardgamegeek.com/boardgame/191300/archaeology-the-new-expedition,1122,2016,['Phil Walker-Harding'],4433,7.12637,6.56191,1.18382,1.2736,106,19787,1,669,121,252,1690,7081,961,957,191,332160,2.0,5.0,4.0,4.0,95,20,20,"['Open Drafting', 'Push Your Luck', 'Set Collection']",[],['Card Game'],Family,302.0,6.68442,,,,,,,
ICECOOL ,177524,https://boardgamegeek.com/boardgame/177524/icecool,1128,2016,['Brian Gomez'],11713,6.78661,6.55796,1.2615,1.0541,185,48768,21,1890,321,228,1839,19567,2042,887,337,478915,2.0,4.0,4.0,4.0,121,30,30,"['Area Movement', 'Flicking', 'Take That']","['Deutscher Spielepreis 2017 Goodie Box', 'Deutscher Spielepreis Classic Goodie Box', 'The Emperor Mini Expansion', 'ICECOOL: 0.5 Point Cards', 'ICECOOL: Artifacts', 'ICECOOL: Blocked Door promo card']","['Action / Dexterity', 'Animals', ""Children's Game""]",Children's,27.0,6.69288,45.99,Family,363.0,6.61172,,,
Pictures ,284108,https://boardgamegeek.com/boardgame/284108/pictures,1134,2019,"['Christian Stöhr', 'Daniela Stöhr']",3507,7.2265,6.55292,1.31597,1.0385,78,13805,13,431,54,93,845,5952,567,570,126,280278,3.0,5.0,5.0,5.0,51,20,30,"['Communication Limits', 'Deduction', 'Pattern Recognition']","['Pictures: Orange', 'Pictures: Photo cards', 'Pictures: Spielbox 2020 Promo Cards', 'Pictures: USA', 'Pictures: X-mas', 'Pictures: X-mas – Promo']","['Deduction', 'Party Game']",Party,43.0,6.9014,33.85,Family,290.0,6.69845,,,
Linko ,153065,https://boardgamegeek.com/boardgame/153065/linko,1157,2014,"['Michael Kiesling', 'Wolfgang Kramer']",5472,6.99046,6.54645,1.20803,1.3872,266,45785,8,1289,181,123,695,9281,1156,518,150,325062,3.0,5.0,4.0,4.0,128,20,20,"['Hand Management', 'Move Through Deck', 'Open Drafting', 'Set Collection', 'Take That']","['Abluxxen: Königskarten', 'Abluxxen: Sonderkarten / Duell', 'Stadt Land Spielt Limitierte Sonderdrucke 2015']",['Card Game'],Family,331.0,6.65245,,,,,,,
Fauna ,35497,https://boardgamegeek.com/boardgame/35497/fauna,1166,2008,['Friedemann Friese'],4801,7.04071,6.54214,1.24094,1.4571,245,17013,13,894,112,181,995,5942,918,545,132,327457,2.0,6.0,4.0,5.0,78,45,60,['Betting and Bluffing'],['Fauna: Eierlegende Wollmilchsau & Innerer Schweinehund Promo'],"['Animals', 'Educational', 'Trivia']",Family,325.0,6.6578,,,,,,,
Tsuro ,16992,https://boardgamegeek.com/boardgame/16992/tsuro,1178,2005,['Tom McMurchie'],29433,6.6675,6.5363,1.33197,1.2209,1399,144826,1,4630,717,380,4375,44574,5686,1630,1050,1092878,2.0,8.0,4.0,4.0,307,15,20,"['Hand Management', 'Network and Route Building', 'Player Elimination', 'Tile Placement']",[],['Fantasy'],Abstract,123.0,6.3757,34.95,Family,425.0,6.53423,,,
That's Not a Hat ,375651,https://boardgamegeek.com/boardgame/375651/thats-not-a-hat,1173,2023,['Kasper Lapp'],4570,7.06736,6.53882,1.34945,1.03,100,38425,12,400,100,86,1052,10193,664,729,211,226186,4.0,8.0,5.0,5.0,80,15,15,['Memory'],[],"['Bluffing', 'Memory', 'Party Game']",Party,57.0,6.80187,9.99,,,,,,
Insider ,206051,https://boardgamegeek.com/boardgame/206051/insider,1194,2016,"['ｱｷﾋﾛｲﾄｵ (Akihiro Itoh)', 'Kwaji', 'Daichi Okano', 'Kito Shinma']",4606,7.03584,6.52614,1.29781,1.1111,72,36475,3,738,113,193,1925,8387,817,1142,185,328876,4.0,8.0,5.0,6.0,58,15,15,"['Hidden Roles', 'Roles with Asymmetric Information', 'Team-Based Game', 'Voting']",[],"['Bluffing', 'Deduction', 'Party Game', 'Word Game']",Party,59.0,6.79203,22.95,,,,,,
Flick of Faith ,281194,https://boardgamegeek.com/boardgame/281194/flick-of-faith,1199,2019,"['Kamil Jarząbek', 'Paweł Stobiecki', 'Jan Truchanowicz', 'Łukasz Włodarczyk']",2989,7.3271,6.52383,1.28248,1.2326,86,17812,2,247,73,95,800,5422,400,468,164,189033,2.0,4.0,4.0,4.0,69,15,40,"['Area Majority / Influence', 'Flicking', 'Variable Player Powers', 'Voting']","['Flick of Faith: Cataclysm', 'Flick of Faith: Cherry Blossom', 'Flick of Faith: Cthulhu God Promo', 'Flick of Faith: Dice Tower 2021 Promo Pack', 'Flick of Faith: Enki God Promo', 'Flick of Faith: Loki God Promo']","['Action / Dexterity', 'Mythology']",Family,319.0,6.66461,,,,,,,
Mysterium Park ,301767,https://boardgamegeek.com/boardgame/301767/mysterium-park,1214,2020,"['Oleksandr Nevskiy', 'Oleg Sidorenko']",5016,7.02774,6.5187,1.277,1.4545,88,17136,6,548,194,113,1579,13312,849,927,264,376057,2.0,6.0,4.0,4.0,63,30,45,"['Communication Limits', 'Cooperative Game', 'Pattern Recognition', 'Roles with Asymmetric Information', 'Storytelling']",['Mysterium Park: Release Promo Card'],"['Deduction', 'Murder / Mystery', 'Party Game']",Thematic,301.0,6.66399,29.99,Family,359.0,6.61838,,,
Cockroach Poker Royal ,129736,https://boardgamegeek.com/boardgame/129736/cockroach-poker-royal,1219,2012,['Jacques Zeimet'],4502,7.04878,6.51587,1.35375,1.1429,119,21625,0,547,90,144,1017,8813,836,471,176,254878,3.0,6.0,4.0,5.0,57,15,25,"['Hand Management', 'Set Collection', 'Single Loser Game']",[],"['Bluffing', 'Card Game', 'Party Game']",Party,63.0,6.76235,,,,,,,
Tales & Games: The Hare & the Tortoise ,130176,https://boardgamegeek.com/boardgame/130176/tales-and-games-the-hare-and-the-tortoise,1217,2011,['Gary Kim'],4251,7.07168,6.51782,1.16259,1.3673,147,19787,4,665,131,152,919,6941,885,410,136,239575,2.0,5.0,4.0,4.0,67,15,20,"['Betting and Bluffing', 'Hand Management']",[],"['Animals', 'Card Game', ""Children's Game"", 'Novel-based', 'Racing']",Family,343.0,6.63896,,,,,,,
Loony Quest ,136991,https://boardgamegeek.com/boardgame/136991/loony-quest,1220,2015,"['Laurent Escoffier', 'David Franck']",6664,6.86966,6.51564,1.13323,1.1908,173,21162,8,1060,231,105,907,10459,1062,537,120,278334,2.0,5.0,4.0,4.0,45,20,30,"['Layering', 'Line Drawing']","['Brettspiel Adventskalender 2015', 'Loony Quest: Bonusplättchen Skier', 'Loony Quest: Christmas Promo', 'Loony Quest: The Lost City']","['Action / Dexterity', ""Children's Game"", 'Fantasy', 'Real-time']",Family,370.0,6.6028,,,,,,,
When I Dream ,198454,https://boardgamegeek.com/boardgame/198454/when-i-dream,1231,2016,['Chris Darsaklis'],5924,6.93579,6.51243,1.32497,1.1932,88,14743,6,1530,324,132,1626,10763,1060,1142,221,402106,4.0,10.0,6.0,6.0,58,20,40,"['Communication Limits', 'Hidden Roles', 'Memory', 'Role Playing', 'Storytelling', 'Team-Based Game']",['When I Dream: Bonus Cards'],"['Deduction', 'Party Game', 'Real-time', 'Word Game']",Party,67.0,6.72069,34.99,,,,,,
Terror in Meeple City ,97903,https://boardgamegeek.com/boardgame/97903/terror-in-meeple-city,1241,2013,"['Antoine Bauza', 'Ludovic Maublanc']",7629,6.82413,6.50954,1.27928,1.4798,321,18566,9,2430,406,289,1584,11901,1954,830,303,506397,2.0,4.0,4.0,4.0,62,45,45,"['Area Movement', 'Flicking', 'Set Collection', 'Stacking and Balancing', 'Variable Player Powers']",['Terror in Meeple City: The Space Cowboys'],"['Action / Dexterity', 'Horror']",Family,393.0,6.57236,,,,,,,
Coconuts ,145639,https://boardgamegeek.com/boardgame/145639/coconuts,1234,2013,['Walter Schneider'],4626,7.02794,6.51148,1.30075,1.044,159,41231,4,903,105,169,834,7104,1083,370,121,344814,2.0,4.0,4.0,4.0,54,20,20,"['Push Your Luck', 'Take That']",['Super Power'],"['Action / Dexterity', 'Animals', ""Children's Game""]",Children's,16.0,6.88983,,Family,353.0,6.62591,,,
Animal Upon Animal ,17329,https://boardgamegeek.com/boardgame/17329/animal-upon-animal,1265,2005,['Klaus Miltenberger'],8823,6.77321,6.49833,1.19115,1.039,410,58364,7,2092,184,184,1114,14097,2560,418,190,437198,2.0,4.0,4.0,4.0,122,15,15,"['Dice Rolling', 'Stacking and Balancing', 'Take That']","['Animal Circus (fan expansion for Animal Upon Animal)', 'Animal Upon Animal: Pig Promo', 'Animal Upon Animal: Rhino Promo']","['Action / Dexterity', 'Animals', ""Children's Game""]",Children's,26.0,6.70545,24.99,,,,,,
Werewords Deluxe Edition ,245422,https://boardgamegeek.com/boardgame/245422/werewords-deluxe-edition,1264,2018,['Ted Alspach'],2160,7.54067,6.4994,1.32503,1.3,30,23136,1,304,80,67,592,4823,421,307,113,126408,4.0,12.0,6.0,6.0,17,10,10,"['Hidden Roles', 'Traitor Game', 'Variable Player Powers', 'Voting']",[],"['Deduction', 'Party Game', 'Real-time', 'Word Game']",Party,33.0,7.03604,26.79,,,,,,
Loopin' Louie ,327,https://boardgamegeek.com/boardgame/327/loopin-louie,1278,1992,"['Masaru Aoki', 'Carol Wiseley']",9707,6.73996,6.49083,1.4813,1.0515,680,100321,5,2770,169,191,924,12661,2634,378,194,590891,2.0,2.0,4.0,4.0,183,10,10,"['Player Elimination', 'Real-Time']",[],"['Action / Dexterity', 'Animals', 'Aviation / Flight', ""Children's Game"", 'Electronic', 'Movies / TV / Radio theme']",Children's,28.0,6.67637,,,,,,,
Sushi Roll ,271869,https://boardgamegeek.com/boardgame/271869/sushi-roll,1288,2019,['Phil Walker-Harding'],4436,7.00472,6.48593,1.15068,1.2917,72,17010,3,614,174,144,1412,9609,774,919,193,290544,2.0,5.0,4.0,4.0,43,20,20,"['Dice Rolling', 'Open Drafting', 'Re-rolling and Locking', 'Set Collection']",[],['Dice'],Family,372.0,6.59958,,,,,,,
Star Wars: Jabba's Palace – A Love Letter Game ,353470,https://boardgamegeek.com/boardgame/353470/star-wars-jabbas-palace-a-love-letter-game,1290,2022,"['Seiji Kanai', 'Justin Kemppainen', 'Todd Michlitsch']",3074,7.22744,6.48546,1.19081,1.1964,56,16512,0,236,81,48,435,8108,453,273,125,130078,3.0,6.0,4.0,5.0,54,20,20,"['Deduction', 'Hand Management', 'Player Elimination', 'Score-and-Reset Game', 'Set Collection']",[],"['Card Game', 'Movies / TV / Radio theme', 'Science Fiction']",Family,355.0,6.62571,10.99,,,,,,
Witness ,164265,https://boardgamegeek.com/boardgame/164265/witness,1322,2014,['Dominique Bodin'],2793,7.23542,6.4673,1.39122,1.4848,66,11038,0,892,116,494,2074,4115,671,1317,130,267261,4.0,4.0,4.0,4.0,27,15,15,"['Communication Limits', 'Cooperative Game', 'Memory', 'Storytelling']",[],"['Comic Book / Strip', 'Deduction', 'Memory', 'Murder / Mystery']",Thematic,243.0,6.75686,,Party,46.0,6.87783,,,
Strike ,123570,https://boardgamegeek.com/boardgame/123570/strike,1319,2012,['Dieter Nüßle'],4598,6.9644,6.46914,1.49958,1.0265,151,97031,3,536,51,157,982,7159,842,587,157,261950,2.0,5.0,4.0,5.0,78,15,15,"['Dice Rolling', 'Player Elimination', 'Push Your Luck']",[],"['Action / Dexterity', 'Dice']",Party,71.0,6.69135,,Family,389.0,6.57512,,,
Flip 7 ,420087,https://boardgamegeek.com/boardgame/420087/flip-7,1129,2024,['Eric Olsen'],3528,7.29312,6.55773,1.3967,1.1125,80,32588,0,310,38,219,1612,7804,668,810,354,217806,3.0,9.0,5.0,6.0,40,20,20,"['Push Your Luck', 'Score-and-Reset Game']",[],"['Card Game', 'Number']",Party,51.0,6.84696,,Family,289.0,6.69884,,,
Super Mega Lucky Box ,341530,https://boardgamegeek.com/boardgame/341530/super-mega-lucky-box,1356,2021,['Phil Walker-Harding'],3962,7.01071,6.45837,1.24669,1.2386,88,55048,9,452,73,101,715,6025,615,439,150,148227,2.0,6.0,4.0,5.0,55,20,20,"['Bingo', 'Paper-and-Pencil', 'Pattern Building']",[],['Number'],Family,386.0,6.57947,19.67,,,,,,
Dead Man's Draw ,149155,https://boardgamegeek.com/boardgame/149155/dead-mans-draw,1383,2015,['Derek Paxton'],5960,6.85258,6.44434,1.28352,1.3272,217,45477,0,1192,245,109,813,10234,1297,486,266,344961,2.0,4.0,4.0,4.0,113,15,15,"['Push Your Luck', 'Set Collection', 'Take That', 'Variable Player Powers']",[],"['Card Game', 'Pirates']",Family,436.0,6.52345,20.0,,,,,,
6 nimmt! 25 Jahre ,268586,https://boardgamegeek.com/boardgame/268586/6-nimmt-25-jahre,1380,2019,['Wolfgang Kramer'],2691,7.29191,6.44581,1.23437,1.2459,61,17864,0,147,23,58,448,6076,341,220,110,129605,3.0,8.0,4.0,6.0,43,45,45,"['Hand Management', 'Score-and-Reset Game', 'Simultaneous Action Selection']","[""6 qui prend!: L'extension vachement bien""]","['Card Game', 'Number']",Party,60.0,6.78337,,Family,376.0,6.59439,,,
Ghost Blitz ,83195,https://boardgamegeek.com/boardgame/83195/ghost-blitz,1427,2010,['Jacques Zeimet'],10004,6.70577,6.42857,1.35263,1.1376,356,39220,10,1076,168,121,793,17634,1805,468,235,432719,2.0,6.0,4.0,5.0,94,20,20,"['Pattern Recognition', 'Speed Matching']",[],"['Action / Dexterity', 'Card Game', ""Children's Game"", 'Real-time']",Party,114.0,6.51266,19.97,Family,467.0,6.48237,,,
Timeline: Inventions ,85256,https://boardgamegeek.com/boardgame/85256/timeline-inventions,1450,2010,['Frédéric Henry'],8584,6.69442,6.42199,1.18003,1.093,355,34669,1,1064,208,91,698,15518,1442,320,146,355832,2.0,8.0,4.0,4.0,84,15,15,['Ordering'],[],"['Card Game', 'Educational', 'Trivia']",Family,471.0,6.48005,,,,,,,
TransAmerica ,2842,https://boardgamegeek.com/boardgame/2842/transamerica,1458,2001,['Franz-Benno Delonge'],8358,6.68813,6.41777,1.31902,1.3467,845,41385,8,2791,157,215,795,8485,2535,404,137,476397,3.0,6.0,4.0,6.0,146,30,30,"['Connections', 'Race', 'Score-and-Reset Game']","['Trans-TK (fan expansion for Trans Europa / TransAmerica)', 'Vexation']",['Trains'],Family,478.0,6.47578,33.48,,,,,,
Phantom Ink ,330592,https://boardgamegeek.com/boardgame/330592/phantom-ink,1449,2022,"['Mary Flanagan', 'Max Seidman']",2071,7.42924,6.42311,1.18854,1.1707,41,17228,5,278,53,115,1355,4342,365,864,148,145309,4.0,8.0,6.0,6.0,46,10,15,"['Communication Limits', 'Deduction', 'Targeted Clues', 'Team-Based Game']",['Phantom Ink: Extra Secret Objectives'],"['Deduction', 'Party Game', 'Puzzle', 'Word Game']",Party,44.0,6.89877,19.56,,,,,,
TEN ,335609,https://boardgamegeek.com/boardgame/335609/ten,1510,2021,"['Molly Johnson', 'Robert Melvin', 'Shawn Stankewich']",3295,7.02921,6.39602,1.26389,1.4324,74,19001,3,540,125,92,784,6724,572,559,158,185037,2.0,5.0,4.0,4.0,53,15,30,"['Auction / Bidding', 'Auction', 'Push Your Luck', 'Set Collection']",[],['Card Game'],Family,434.0,6.52472,,,,,,,
Guillotine ,116,https://boardgamegeek.com/boardgame/116/guillotine,1515,1998,['Paul Peterson'],21859,6.53913,6.39235,1.30671,1.269,1543,68751,2,4160,660,178,1444,33507,5038,729,576,752872,2.0,5.0,4.0,4.0,242,30,30,"['Hand Management', 'Open Drafting', 'Set Collection', 'Take That']",[],"['Age of Reason', 'Card Game', 'Humor']",Family,566.0,6.38853,17.99,,,,,,
Time's Up! Edición Amarilla ,38713,https://boardgamegeek.com/boardgame/38713/times-up-edicion-amarilla,1539,2008,['Peter Sarrett'],1674,7.55738,6.38054,1.39253,1.0816,49,7931,1,68,26,6,141,3778,190,66,35,59268,4.0,4.0,6.0,6.0,16,30,30,"['Acting', 'Communication Limits', 'Memory', 'Team-Based Game']","[""Time's Up! La Recharge: 2012""]","['Humor', 'Party Game']",Party,45.0,6.89064,,,,,,,
Trapwords ,257527,https://boardgamegeek.com/boardgame/257527/trapwords,1540,2018,"['Jan Březina', 'Martin Hrabálek', 'Michal Požárek']",3423,6.99191,6.3802,1.28185,1.4237,59,9154,5,535,147,86,955,6896,586,716,120,227763,4.0,8.0,6.0,6.0,37,30,45,"['Communication Limits', 'Modular Board', 'Team-Based Game']",[],"['Exploration', 'Fantasy', 'Party Game', 'Word Game']",Party,74.0,6.66792,,,,,,,
Spot it! ,63268,https://boardgamegeek.com/boardgame/63268/spot-it,1549,2009,"['Denis Blanchot', 'Jacques Cottereau', 'Guillaume Gille-Naves', 'Igor Polouchine']",20326,6.54314,6.37603,1.43445,1.0397,706,170071,7,2369,300,83,926,44909,3745,501,417,650761,2.0,7.0,4.0,5.0,176,15,15,"['Hot Potato', 'Pattern Recognition', 'Speed Matching']",[],"['Card Game', ""Children's Game"", 'Educational', 'Party Game', 'Real-time', 'Sports']",Party,151.0,6.35798,,,,,,,
Timeline: Events ,113401,https://boardgamegeek.com/boardgame/113401/timeline-events,1578,2011,['Frédéric Henry'],5140,6.76854,6.36697,1.17868,1.0872,149,19696,0,473,101,117,486,10186,823,187,84,158629,2.0,8.0,4.0,4.0,34,15,15,[],[],"['Card Game', 'Educational', 'Party Game', 'Trivia']",Party,96.0,6.56448,,Family,497.0,6.45703,,,
Infinity Gauntlet: A Love Letter Game ,304285,https://boardgamegeek.com/boardgame/304285/infinity-gauntlet-a-love-letter-game,1574,2020,"['Seiji Kanai', 'Alexandar Ortloff-Tang']",3618,6.93654,6.36787,1.2661,1.2381,63,19948,1,408,195,51,489,9537,589,403,127,185015,3.0,6.0,4.0,5.0,59,15,15,"['Hand Management', 'Set Collection', 'Team-Based Game']",[],"['Card Game', 'Comic Book / Strip', 'Deduction', 'Movies / TV / Radio theme']",Family,468.0,6.48231,16.99,,,,,,
Fireball Island: The Curse of Vul-Kar ,233020,https://boardgamegeek.com/boardgame/233020/fireball-island-the-curse-of-vul-kar,1603,2018,"['Rob Daviau', 'JR Honeycutt', 'Justin D. Jacobson', 'Chuck Kennedy', 'Bruce Lund']",6327,6.73774,6.35767,1.48815,1.4495,109,17509,4,1048,334,128,1231,13761,1410,748,696,635538,2.0,4.0,4.0,4.0,68,45,60,"['Action Points', 'Action Queue', 'Area Movement', 'Pick-up and Deliver', 'Push Your Luck', 'Set Collection', 'Take That']","['Fireball Island: The Curse of Vul-Kar – Alien Brain Promo Card', 'Fireball Island: The Curse of Vul-Kar – Crouching Tiger, Hidden Bees!', 'Fireball Island: The Curse of Vul-Kar – Deep Thoughts Promo Card', 'Fireball Island: The Curse of Vul-Kar – Formosa Expansion', 'Fireball Island: The Curse of Vul-Kar – Gutbuster Promo Card', 'Fireball Island: The Curse of Vul-Kar – Instantiation Generator Promo Card']","['Action / Dexterity', 'Adventure', 'Travel']",Family,528.0,6.42242,79.0,,,,,,
Beasty Bar ,165950,https://boardgamegeek.com/boardgame/165950/beasty-bar,1620,2014,['Stefan Kloß'],4498,6.79912,6.34928,1.18487,1.4085,142,22547,2,625,132,77,517,7363,768,338,122,218904,2.0,4.0,4.0,4.0,84,20,20,"['Action Queue', 'Hand Management', 'Take That']","['Beasty Bar: The Limousine', 'Beasty Bar: The Tasmanian Devil']","['Animals', 'Card Game', 'Humor']",Family,508.0,6.44496,,,,,,,
Illusion ,244995,https://boardgamegeek.com/boardgame/244995/illusion,1619,2018,['Wolfgang Warsch'],5320,6.71495,6.3493,1.16878,1.0462,130,29513,5,600,142,91,682,8888,864,473,137,200711,2.0,5.0,4.0,4.0,73,15,15,['Pattern Recognition'],[],['Card Game'],Family,518.0,6.43478,12.95,,,,,,
Ca$h 'n Gun$ ,19237,https://boardgamegeek.com/boardgame/19237/ca-dollar-h-n-gun-dollar,1629,2005,['Ludovic Maublanc'],10285,6.54874,6.34716,1.37282,1.2767,759,32197,7,3040,338,213,1283,9561,2692,539,217,643509,4.0,6.0,6.0,6.0,134,30,30,"['Player Elimination', 'Simultaneous Action Selection', 'Variable Player Powers']","[""Ca$h 'n Gun$: Silver Saw-off"", ""Ca$h 'n Gun$: Size Doesn't Matter"", ""Ca$h 'n Gun$: Uzi"", ""Ca$h 'n Gun$: Yakuzas""]","['Bluffing', 'Card Game', 'Fighting', 'Humor', 'Mafia', 'Negotiation']",Party,137.0,6.41602,29.99,,,,,,
Mountain Goats ,63975,https://boardgamegeek.com/boardgame/63975/mountain-goats,1622,2010,['Stefan Risthaus'],4408,6.8008,6.34863,1.22974,1.2093,86,35548,3,552,70,167,946,8151,865,570,127,146760,2.0,4.0,4.0,4.0,47,20,20,"['Dice Rolling', 'King of the Hill', 'Roll / Spin and Move', 'Set Collection', 'Track Movement']","['10-Minute Games: Expansions', 'Level XI', 'Mountain Goats: Expansion Pack', 'Mountain Goats: Green Valley']","['Abstract Strategy', 'Animals', 'Dice', 'Number']",Family,510.0,6.44083,24.0,,,,,,
Seas of Strife ,225482,https://boardgamegeek.com/boardgame/225482/seas-of-strife,1642,2015,['Mark Major'],1860,7.32952,6.34314,1.24618,1.2647,34,16747,1,435,28,119,539,3197,433,417,90,147253,4.0,6.0,5.0,6.0,60,45,45,['Trick-taking'],[],"['American West', 'Card Game', 'Nautical']",Family,442.0,6.51424,14.97,,,,,,
Kites ,348096,https://boardgamegeek.com/boardgame/348096/kites,1658,2022,['Kevin Hamano'],3368,6.91844,6.33754,1.22384,1.0645,62,29892,10,396,102,92,1032,6836,499,716,181,168838,2.0,6.0,4.0,6.0,38,10,10,['Cooperative Game'],['Kites: Rainbow Kite Promo Card'],['Real-time'],Party,87.0,6.58487,19.95,Family,505.0,6.4512,,,
